"","Site","Zone","Replicate","Depth","Depth1","Machine","User","Run_Date","Sample_Year","Sample_Month","Sample_ID","Dilution_Factor","CH4_Flag","CO2_Flag","CH4_Conc_ppm_dilcorr","CO2_Conc_ppm_dilcorr"
"13","GCW","WC","SgwA","45cm","45","Varian GC","Wegner",20241122,2024,"October","GCW_WC_SgwA_45cm",1,"Needs Dilution","Needs Dilution",50731.7063706499,72320.7671220914
"14","GCW","WC","SgwB","10cm","10","Varian GC","Wegner",20241122,2024,"October","GCW_WC_SgwB_10cm",1,"Needs Dilution","Needs Dilution",26846.9856710693,75834.4483799343
"15","GCW","WC","SgwB","20cm","20","Varian GC","Wegner",20241122,2024,"October","GCW_WC_SgwB_20cm",1,"Within Range","Needs Dilution",8226.21174032143,74299.2749281401
"16","GCW","WC","SgwB","45cm","45","Varian GC","Wegner",20241122,2024,"October","GCW_WC_SgwB_45cm",1,"Needs Dilution","Needs Dilution",12606.6680973503,67541.2572514967
"17","GCW","WC","SgwC","10cm","10","Varian GC","Wegner",20241122,2024,"October","GCW_WC_SgwC_10cm",1,"Within Range","Needs Dilution",4341.79467012506,70808.4827768268
"18","GCW","WC","SgwC","20cm","20","Varian GC","Wegner",20241122,2024,"October","GCW_WC_SgwC_20cm",1,"Within Range","Needs Dilution",9445.98735000272,73818.9327294026
"19","GCW","WC","SgwC","45cm","45","Varian GC","Wegner",20241122,2024,"October","GCW_WC_SgwC_45cm",1,"Within Range","Needs Dilution",1910.87098911237,64111.594449509
"20","GCW","WC","ATM","GCW","0","Varian GC","Wegner",20241122,2024,"October","GCW_WC_ATM",1,"Within Range","Within Range",4.64388991964305,785.381463417095
"21","MSM","UP","sgwA","10cm","10","Varian GC","Wegner",20241122,2024,"October","MSM_UP_sgwA_10cm",1,"Within Range","Within Range",2.4584573030085,4880.455599138
"22","MSM","UP","SgwA","20cm","20","Varian GC","Wegner",20241122,2024,"October","MSM_UP_SgwA_20cm",1,"Within Range","Within Range",2.14392449539443,8379.25235696897
"23","MSM","UP","SgwA","45cm","45","Varian GC","Wegner",20241122,2024,"October","MSM_UP_SgwA_45cm",1,"Within Range","Within Range",2.1243680513977,15755.497263007
"24","MSM","UP","SgwB","10cm","10","Varian GC","Wegner",20241122,2024,"October","MSM_UP_SgwB_10cm",1,"Within Range","Within Range",2.19118590171986,2646.86527238633
"25","MSM","UP","SgwB","20cm","20","Varian GC","Wegner",20241122,2024,"October","MSM_UP_SgwB_20cm",1,"Within Range","Within Range",2.14881360639361,9509.94789646126
"26","MSM","UP","SgwB","45cm","45","Varian GC","Wegner",20241122,2024,"October","MSM_UP_SgwB_45cm",1,"Within Range","Within Range",2.44867908101013,45440.1079150365
"27","MSM","UP","SgwC","10cm","10","Varian GC","Wegner",20241122,2024,"October","MSM_UP_SgwC_10cm",1,"Within Range","Within Range",3.55361816682537,15979.6142804698
"28","MSM","UP","SgwC","20cm","20","Varian GC","Wegner",20241122,2024,"October","MSM_UP_SgwC_20cm",1,"Within Range","Within Range",2.4861622653372,7123.81537465152
"29","MSM","UP","SgwC","45cm","45","Varian GC","Wegner",20241122,2024,"October","MSM_UP_SgwC_45cm",1,"Within Range","Within Range",3.33197846819576,39475.9521749222
"30","MSM","UP","ATM","MSM","0","Varian GC","Wegner",20241122,2024,"October","MSM_UP_ATM",1,"Within Range","Within Range",1.97606501775583,129.512242834663
"31","MSM","TR","SgwA","10cm","10","Varian GC","Wegner",20241122,2024,"October","MSM_TR_SgwA_10cm",1,"Within Range","Within Range",2.83980796094473,16648.7945993346
"32","MSM","TR","SgwA","20cm","20","Varian GC","Wegner",20241122,2024,"October","MSM_TR_SgwA_20cm",1,"Within Range","Needs Dilution",380.966466761751,104408.578414312
"33","MSM","TR","SgwA","45cm","45","Varian GC","Wegner",20241122,2024,"October","MSM_TR_SgwA_45cm",1,"Within Range","Within Range",17.0557130429009,42247.2869422178
"34","MSM","TR","SgwB","10cm","10","Varian GC","Wegner",20241122,2024,"October","MSM_TR_SgwB_10cm",1,"Within Range","Needs Dilution",28.0496939763958,55107.9795363374
"35","MSM","TR","SgwB","20cm","20","Varian GC","Wegner",20241122,2024,"October","MSM_TR_SgwB_20cm",1,"Within Range","Within Range",17.9113074677578,30712.3378594111
"36","MSM","TR","SgwB","45cm","45","Varian GC","Wegner",20241122,2024,"October","MSM_TR_SgwB_45cm",1,NA,NA,NA,NA
"37","MSM","TR","SgwC","10cm","10","Varian GC","Wegner",20241122,2024,"October","MSM_TR_SgwC_10cm",1,"Within Range","Needs Dilution",6.53923528365945,50296.5230298649
"38","MSM","TR","SgwC","20cm","20","Varian GC","Wegner",20241122,2024,"October","MSM_TR_SgwC_20cm",1,"Within Range","Within Range",27.6895294661227,48262.4735445113
"39","MSM","TR","SgwC","45cm","45","Varian GC","Wegner",20241122,2024,"October","MSM_TR_SgwC_45cm",1,"Within Range","Needs Dilution",26.992016296906,57289.2108823397
"40","MSM","TR","ATM","MSM","0","Varian GC","Wegner",20241122,2024,"October","MSM_TR_ATM",1,"Within Range","Within Range",1.99073235075338,430.097780857154
"41","MSM","WC","SgwA","10cm","10","Varian GC","Wegner",20241122,2024,"October","MSM_WC_SgwA_10cm",1,"Within Range","Needs Dilution",2521.12946112966,75299.2704387896
"42","MSM","WC","SgwA","20cm","20","Varian GC","Wegner",20241122,2024,"October","MSM_WC_SgwA_20cm",1,"Within Range","Needs Dilution",464.361385238204,62989.9325093004
"43","MSM","WC","SgwA","45cm","45","Varian GC","Wegner",20241122,2024,"October","MSM_WC_SgwA_45cm",1,"Within Range","Within Range",6.50012239566599,48935.4946387007
"44","MSM","WC","SgwB","10cm","10","Varian GC","Wegner",20241122,2024,"October","MSM_WC_SgwB_10cm",1,"Within Range","Within Range",87.4295767651331,35677.7364697048
"45","MSM","WC","SgwB","20cm","20","Varian GC","Wegner",20241122,2024,"October","MSM_WC_SgwB_20cm",1,NA,NA,NA,NA
"46","MSM","WC","SgwB","45cm","45","Varian GC","Wegner",20241122,2024,"October","MSM_WC_SgwB_45cm",1,"Needs Dilution","Needs Dilution",21683.7148787569,76660.2150747286
"47","MSM","WC","SgwC","10cm","10","Varian GC","Wegner",20241122,2024,"October","MSM_WC_SgwC_10cm",1,"Within Range","Needs Dilution",1120.1928669972,58126.8887666532
"48","MSM","WC","SgwC","20cm","20","Varian GC","Wegner",20241122,2024,"October","MSM_WC_SgwC_20cm",1,"Within Range","Needs Dilution",1270.73050713484,61903.0589001086
"49","MSM","WC","SgwC","45cm","45","Varian GC","Wegner",20241122,2024,"October","MSM_WC_SgwC_45cm",1,"Within Range","Needs Dilution",12.4061684826784,66830.265127735
"50","MSM","WC","ATM","MSM","0","Varian GC","Wegner",20241122,2024,"October","MSM_WC_ATM",1,"Within Range","Within Range",2.79906536928487,634.14943938098
"51","GWI","UP","SgwA","10cm","10","Varian GC","Wegner",20241122,2024,"October","GWI_UP_SgwA_10cm",1,"Within Range","Within Range",2.5692771523233,3445.07051559098
"52","GWI","UP","SgwA","20cm","20","Varian GC","Wegner",20241122,2024,"October","GWI_UP_SgwA_20cm",1,"Within Range","Within Range",2.42586322968061,8303.67523130544
"53","GWI","UP","SgwA","45cm","45","Varian GC","Wegner",20241122,2024,"October","GWI_UP_SgwA_45cm",1,"Within Range","Within Range",2.37860182335518,24082.1964640198
"54","GWI","UP","SgwB","10cm","10","Varian GC","Wegner",20241122,2024,"October","GWI_UP_SgwB_10cm",1,"Within Range","Within Range",1.99073235075338,2697.23207528043
"55","GWI","UP","SgwB","20cm","20","Varian GC","Wegner",20241122,2024,"October","GWI_UP_SgwB_20cm",1,"Within Range","Within Range",1.87828279777218,4930.20022035957
"56","GWI","UP","SgwB","45cm","45","Varian GC","Wegner",20241122,2024,"October","GWI_UP_SgwB_45cm",1,"Within Range","Within Range",1.40403903085148,10591.8081571764
"57","GWI","UP","SgwC","10cm","10","Varian GC","Wegner",20241122,2024,"October","GWI_UP_SgwC_10cm",1,"Within Range","Needs Dilution",11.6402077594731,62648.623984308
"58","GWI","UP","SgwC","20cm","20","Varian GC","Wegner",20241122,2024,"October","GWI_UP_SgwC_20cm",1,"Within Range","Within Range",1.93532242609598,8461.27863496885
"59","GWI","UP","SgwC","45cm","45","Varian GC","Wegner",20241122,2024,"October","GWI_UP_SgwC_45cm",1,"Within Range","Within Range",2.02332642408126,3237.09432651738
"60","GWI","UP","ATM","GWI","0","Varian GC","Wegner",20241122,2024,"October","GWI_UP_ATM",1,"Within Range","Within Range",2.41119589668307,296.699637261391
"61","GWI","TR","SgwA","10cm","10","Varian GC","Wegner",20241122,2024,"October","GWI_TR_SgwA_10cm",1,"Within Range","Needs Dilution",3.84533512310992,82573.4954980818
"62","GWI","TR","SgwA","20cm","20","Varian GC","Wegner",20241122,2024,"October","GWI_TR_SgwA_20cm",1,"Within Range","Needs Dilution",13.3872500898477,56320.3005252521
"63","GWI","TR","SgwA","45cm","45","Varian GC","Wegner",20241122,2024,"October","GWI_TR_SgwA_45cm",1,"Within Range","Needs Dilution",66.8676056062381,66494.4365874736
"64","GWI","TR","SgwB","10cm","10","Varian GC","Wegner",20241122,2024,"October","GWI_TR_SgwB_10cm",1,"Within Range","Within Range",53.8870159034087,42021.1777468998
"65","GWI","TR","SgwB","20cm","20","Varian GC","Wegner",20241122,2024,"October","GWI_TR_SgwB_20cm",1,"Within Range","Needs Dilution",46.3545255573349,62083.9342913309
"66","GWI","TR","SgwB","45cm","45","Varian GC","Wegner",20241122,2024,"October","GWI_TR_SgwB_45cm",1,NA,NA,NA,NA
"67","GWI","TR","SgwC","10cm","10","Varian GC","Wegner",20241122,2024,"October","GWI_TR_SgwC_10cm",1,"Within Range","Within Range",47.7495518957683,39810.8235126105
"68","GWI","TR","SgwC","20cm","20","Varian GC","Wegner",20241122,2024,"October","GWI_TR_SgwC_20cm",1,"Within Range","Needs Dilution",4.08001245107068,60431.4736117496
"69","GWI","TR","SgwC","45cm","45","Varian GC","Wegner",20241122,2024,"October","GWI_TR_SgwC_45cm",1,"Within Range","Within Range",31.7540104101097,40075.5139541412
"70","GWI","TR","ATM","GWI","0","Varian GC","Wegner",20241122,2024,"October","GWI_TR_ATM",1,"Within Range","Within Range",2.03473434974602,299.487489755589
"71","GWI","WC","SgwA","10cm","10","Varian GC","Wegner",20241122,2024,"October","GWI_WC_SgwA_10cm",1,"Within Range","Needs Dilution",19.7170191301225,98097.0418953826
"72","GWI","WC","SgwA","20cm","20","Varian GC","Wegner",20241122,2024,"October","GWI_WC_SgwA_20cm",1,"Within Range","Needs Dilution",8.8077827872801,113014.571378612
"73","GWI","WC","SgwA","45cm","45","Varian GC","Wegner",20241122,2024,"October","GWI_WC_SgwA_45cm",1,"Within Range","Within Range",2.55460981932575,14668.8450069102
"74","GWI","WC","SgwB","10cm","10","Varian GC","Wegner",20241122,2024,"October","GWI_WC_SgwB_10cm",1,"Within Range","Needs Dilution",15.4357875985051,90515.2497018002
"75","GWI","WC","SgwB","20cm","20","Varian GC","Wegner",20241122,2024,"October","GWI_WC_SgwB_20cm",1,"Within Range","Needs Dilution",5.31369812653105,82774.1131923746
"76","GWI","WC","SgwB","45cm","45","Varian GC","Wegner",20241122,2024,"October","GWI_WC_SgwB_45cm",1,"Within Range","Needs Dilution",2.00376998008453,58224.7687122703
"77","GWI","WC","SgwC","10cm","10","Varian GC","Wegner",20241122,2024,"October","GWI_WC_SgwC_10cm",1,NA,NA,NA,NA
"78","GWI","WC","SgwC","20cm","20","Varian GC","Wegner",20241122,2024,"October","GWI_WC_SgwC_20cm",1,"Within Range","Needs Dilution",2.89358818193574,107750.292247379
"79","GWI","WC","SgwC","45cm","45","Varian GC","Wegner",20241122,2024,"October","GWI_WC_SgwC_45cm",1,"Within Range","Needs Dilution",1.66805102480733,85236.8219200335
"80","GWI","WC","ATM","GWI","0","Varian GC","Wegner",20241122,2024,"October","GWI_WC_ATM",1,NA,NA,NA,NA
