Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
19	8_MSM_202308_TR_LysA_10cm	Unknown	3.843 	4899.0260 	87.38 	157.2594 	1221.16 
20	9_MSM_202308_TR_LysA_20cm	Unknown	3.827 	4627.0926 	86.57 	148.5303 	1159.82 
21	10_MSM_202308_TR_LysA_45cm	Unknown	3.873 	4042.2568 	85.41 	129.7570 	1015.37 
22	10_MSM_202308_TR_LysA_45cm_dup	Unknown	3.850 	3887.4125 	85.25 	124.7865 	973.44 
23	11_MSM_202308_TR_LysB_10cm	Unknown	3.907 	5592.8421 	88.75 	179.5310 	1380.49 
24	11_MSM_202308_TR_LysB_10cm_spk	Spiked	3.940 	5567.4551 	87.75 	178.7161 	1365.65 
25	Standard 1	Check Standard	3.883 	5.1521 	93.08 	8.2691 	65.03 
26	Lab Blank	Unknown	3.943 	0.0074 	42.01 	0.0118 	0.07 
27	12_MSM_202308_TR_LysB_20cm	Unknown	3.917 	5745.5260 	89.81 	184.4322 	1397.93 
28	13_MSM_202308_TR_LysB_45cm	Unknown	3.947 	4786.6341 	86.80 	153.6516 	1176.12 
29	14_MSM_202308_TR_LysC_10cm	Unknown	3.943 	5930.9298 	89.33 	190.3837 	1449.18 
30	15_MSM_202308_TR_LysC_20cm	Unknown	3.953 	5830.0554 	90.85 	187.1456 	1422.87 
31	16_MSM_202308_TR_LysC_45cm	Unknown	3.917 	4443.9228 	88.84 	142.6505 	1093.26 
32	17_MSM_202308_WC_LysA_10cm	Unknown	3.953 	9598.2625 	88.50 	154.0528 	1179.27 
33	18_MSM_202308_WC_LysA_20cm	Unknown	3.947 	9457.3113 	88.92 	151.7905 	1167.31 
34	19_MSM_202308_WC_LysA_45cm	Unknown	3.950 	8250.2250 	95.07 	132.4167 	1019.18 
35	20_MSM_202308_WC_LysB_10cm	Unknown	3.907 	9723.4972 	90.73 	156.0628 	1194.50 
36	20_MSM_202308_WC_LysB_10cm_dup	Unknown	3.930 	9753.0179 	90.75 	156.5366 	1205.41 
37	21_MSM_202308_WC_LysB_20cm	Unknown	3.963 	9223.3107 	90.82 	148.0348 	1131.79 
38	21_MSM_202308_WC_LysB_20cm_spk	Spiked	3.923 	8773.5340 	89.46 	140.8158 	1075.89 
39	Standard 2	Check Standard	3.940 	10.4446 	93.13 	16.7636 	128.91 
40	Lab Blank	Unknown	3.963 	0.0070 	41.06 	0.0112 	0.06 
41	22_MSM_202308_WC_LysC_10cm	Unknown	3.933 	9301.5234 	91.33 	149.2901 	1133.49 
42	23_MSM_202308_WC_LysC_20cm	Unknown	3.967 	8538.3834 	91.42 	137.0417 	1047.45 
43	24_MSM_202308_WC_LysC_45cm	Unknown	3.970 	7246.0132 	93.71 	116.2990 	891.27 
44	25_MSM_202308_SW_A	Unknown	3.950 	9113.4271 	87.39 	146.2711 	1121.57 
45	26_MSM_202308_SW_B	Unknown	3.917 	9485.2843 	87.51 	152.2395 	1161.94 
46	27_MSM_202308_SW_C	Unknown	3.960 	9646.1423 	87.47 	154.8213 	1182.64 
47	28_GCW_202308_UP_LysA_20cm	Unknown	3.963 	0.5970 	0.14 	0.0192 	0.23 
48	29_GCW_202308_UP_LysB_20cm	Unknown	3.963 	0.2541 	0.06 	0.0082 	0.11 
49	30_GCW_202308_TR_LysA_20cm	Unknown	3.967 	1.5851 	0.37 	0.0509 	0.53 
50	30_GCW_202308_TR_LysA_20cm_dup	Unknown	3.933 	1.5900 	0.38 	0.0510 	0.53 
51	31_GCW_202308_TR_LysA_45cm	Unknown	3.980 	1.9038 	0.46 	0.0611 	0.62 
52	31_GCW_202308_TR_LysA_45cm_spk	Spiked	3.970 	3.5652 	0.73 	0.1144 	1.09 
53	Standard 3	Check Standard	3.923 	20.2768 	93.05 	32.5444 	249.14 
54	Lab Blank	Unknown	3.970 	0.0073 	100.00 	0.0118 	0.08 
55	32_GCW_202308_TR_LysB_10cm	Unknown	3.947 	92.6384 	19.37 	2.9737 	12.60 
56	33_GCW_202308_TR_LysB_20cm	Unknown	3.990 	3.9627 	0.94 	0.1272 	1.20 
57	34_GCW_202308_TR_LysB_45cm	Unknown	3.940 	2.2173 	0.51 	0.0712 	0.71 
58	35_GCW_202308_TR_LysC_10cm	Unknown	3.950 	5.0972 	1.20 	0.1636 	1.50 
59	36_GCW_202308_TR_LysC_20cm	Unknown	3.983 	62.6609 	14.31 	2.0114 	7.39 
60	37_GCW_202308_TR_LysC_45cm	Unknown	3.947 	3.4387 	0.79 	0.1104 	1.05 
61	38_GCW_202308_WC_LysA_10cm	Unknown	3.977 	6454.5468 	90.95 	103.5959 	790.04 
62	39_GCW_202308_WC_LysA_20cm	Unknown	3.977 	6111.7949 	90.46 	98.0947 	748.12 
63	40_GCW_202308_WC_LysA_45cm	Unknown	3.977 	5355.6770 	89.52 	85.9590 	656.96 
64	40_GCW_202308_WC_LysA_45cm_dup	Unknown	3.977 	5309.1506 	89.49 	85.2122 	650.58 
65	41_GCW_202308_WC_LysB_10cm	Unknown	3.983 	5774.5799 	92.58 	92.6824 	705.70 
66	41_GCW_202308_WC_LysB_10cm_spk	Spiked	3.973 	5682.1490 	90.36 	91.1989 	696.31 
67	Standard 4	Check Standard	3.970 	104.0876 	92.98 	167.0613 	1252.36 
68	Lab Blank	Unknown	3.983 	0.0158 	100.00 	0.0254 	0.18 
69	42_GCW_202308_WC_LysB_20cm	Unknown	3.977 	5727.1482 	91.31 	91.9211 	701.14 
70	43_GCW_202308_WC_LysB_45cm	Unknown	3.977 	5115.8808 	89.03 	82.1102 	626.53 
71	44_GCW_202308_WC_LysC_10cm	Unknown	3.977 	5789.5632 	89.42 	92.9229 	708.82 
72	45_GCW_202308_WC_LysC_20cm	Unknown	3.950 	5919.9396 	88.06 	95.0154 	722.35 
73	46_GCW_202308_WC_LysC_45cm	Unknown	3.987 	5345.4713 	87.21 	85.7952 	652.87 
74	47_GCW_202308_SW_A	Unknown	3.987 	6217.2702 	85.56 	99.7876 	760.88 
75	48_GCW_202308_SW_B	Unknown	3.957 	6182.7733 	83.21 	99.2339 	753.08 
76	49_GCW_202308_SW_C	Unknown	3.990 	6231.3067 	85.56 	100.0129 	761.41 
77	50_SWH_202308_UPCON_LysA_10cm	Unknown	4.003 	3.5539 	0.87 	0.1141 	1.07 
78	50_SWH_202308_UPCON_LysA_10cm_dup	Unknown	4.007 	3.6022 	0.84 	0.1156 	1.09 
79	51_SWH_202308_UPCON_LysA_20cm	Unknown	3.997 	4.2612 	0.98 	0.1368 	1.28 
80	51_SWH_202308_UPCON_LysA_20cm_spk	Spiked	4.010 	4.5160 	0.89 	0.1450 	1.34 
81	Standard 5	Check Standard	3.963 	207.2336 	93.04 	332.6114 	2329.32 
82	Lab Blank	Unknown	3.963 	0.0111 	100.00 	0.0177 	0.18 
83	52_SWH_202308_UPCON_LysA_45cm	Unknown	4.037 	6.9209 	1.57 	0.2222 	1.99 
84	53_SWH_202308_UPCON_LysB_10cm	Unknown	4.010 	7.3711 	1.74 	0.2366 	2.11 
85	54_SWH_202308_UPCON_LysB_20cm	Unknown	4.007 	62.8251 	14.33 	2.0167 	6.50 
86	55_SWH_202308_UPCON_LysB_45cm	Unknown	4.017 	58.8890 	13.53 	1.8903 	6.67 
87	56_SWH_202308_UPCON_LysC_10cm	Unknown	4.023 	67.7265 	15.28 	2.1740 	7.59 
88	57_SWH_202308_UPCON_LysC_20cm	Unknown	4.027 	72.6981 	16.15 	2.3336 	8.52 
89	58_SWH_202308_UPCON_LysC_45cm	Unknown	3.980 	64.4905 	14.84 	2.0702 	7.65 
90	59_SWH_202308_UP_LysA_10cm	Unknown	4.020 	199.4600 	34.78 	6.4027 	38.74 
91	60_SWH_202308_UP_LysA_20cm	Unknown	3.987 	168.4313 	31.53 	5.4067 	32.21 
92	60_SWH_202308_UP_LysA_20cm_dup	Unknown	4.037 	169.5462 	31.47 	5.4425 	32.61 
93	61_SWH_202308_UP_LysA_45cm	Unknown	4.043 	151.9266 	29.76 	4.8769 	28.28 
94	61_SWH_202308_UP_LysA_45cm_spk	Spiked	4.027 	153.0523 	26.44 	4.9130 	29.19 
95	Standard 1	Check Standard	3.987 	5.2343 	93.26 	8.4012 	64.29 
96	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
97	62_SWH_202308_UP_LysB_10cm	Unknown	4.000 	194.9326 	34.68 	6.2574 	38.57 
98	63_SWH_202308_UP_LysB_20cm	Unknown	4.020 	152.2615 	29.47 	4.8876 	28.54 
99	64_SWH_202308_UP_LysB_45cm	Unknown	4.030 	108.2020 	23.28 	3.4733 	18.04 
100	65_SWH_202308_UP_LysC_10cm	Unknown	4.000 	103.0413 	18.06 	3.3076 	16.56 
101	66_SWH_202308_UP_LysC_20cm	Unknown	4.000 	90.8086 	16.98 	2.9150 	14.32 
102	67_SWH_202308_UP_LysC_45cm	Unknown	4.037 	115.9496 	23.03 	3.7220 	17.94 
103	68_SWH_202308_TR_LysA_10cm	Unknown	4.013 	1385.8931 	79.23 	44.4874 	314.28 
104	69_SWH_202308_TR_LysA_20cm	Unknown	4.047 	1140.4228 	79.12 	36.6077 	260.69 
105	70_SWH_202308_TR_LysA_45cm	Unknown	3.967 	851.7228 	75.84 	27.3404 	192.24 
106	70_SWH_202308_TR_LysA_45cm_dup	Unknown	3.960 	823.7823 	75.54 	26.4435 	186.49 
107	71_SWH_202308_TR_LysB_10cm	Unknown	4.037 	1556.3624 	77.59 	49.9595 	375.75 
108	71_SWH_202308_TR_LysB_10cm_spk	Spiked	4.047 	1516.8975 	74.86 	48.6926 	365.17 
109	Standard 2	Check Standard	3.953 	10.3513 	93.19 	16.6139 	129.11 
110	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
111	72_SWH_202308_TR_LysB_20cm	Unknown	4.107 	1233.1688 	77.29 	39.5849 	292.45 
112	73_SWH_202308_TR_LysB_45cm	Unknown	4.060 	873.9571 	74.96 	28.0541 	191.93 
113	74_SWH_202308_TR_LysC_10cm	Unknown	4.093 	1505.8672 	77.73 	48.3385 	359.13 
114	75_SWH_202308_TR_LysC_20cm	Unknown	4.093 	1341.2704 	77.69 	43.0550 	319.21 
115	76_SWH_202308_TR_LysC_45cm	Unknown	4.097 	881.3172 	75.32 	28.2904 	194.49 
116	77_SWH_202308_WC_LysA_10cm	Unknown	4.093 	1252.1351 	81.42 	40.1937 	285.02 
117	78_SWH_202308_WC_LysC_20cm	Unknown	4.063 	1049.6264 	78.09 	33.6932 	232.78 
118	79_SWH_202308_WC_LysA_45cm	Unknown	4.100 	1001.2921 	74.50 	32.1416 	237.18 
119	80_SWH_202308_WC_LysB_10cm	Unknown	4.083 	1523.7350 	82.01 	48.9121 	363.30 
120	80_SWH_202308_WC_LysB_10cm_dup	Unknown	4.063 	1518.0078 	81.78 	48.7283 	359.96 
121	81_SWH_202308_WC_LysB_20cm	Unknown	4.077 	1137.9050 	79.37 	36.5269 	258.03 
122	81_SWH_202308_WC_LysB_20cm_spk	Spiked	4.080 	1135.6567 	75.96 	36.4547 	257.05 
123	Standard 3	Check Standard	4.083 	20.9710 	93.07 	33.6586 	253.25 
124	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
125	82_SWH_202308_WC_LysB_45cm	Unknown	4.087 	966.9851 	77.37 	31.0404 	217.08 
126	83_SWH_202308_WC_LysC_10cm	Unknown	4.087 	1615.3209 	81.05 	51.8520 	386.24 
127	84_SWH_202308_WC_LysC_20cm	Unknown	4.060 	1090.0557 	78.94 	34.9909 	244.34 
128	85_SWH_202308_WC_LysC_45cm	Unknown	4.093 	963.7434 	73.96 	30.9363 	228.99 
129	86_SWH_202308_SW_A	Unknown	4.067 	2738.9131 	81.73 	87.9195 	652.34 
130	87_SWH_202308_SW_B	Unknown	4.077 	2728.1958 	81.78 	87.5755 	656.64 
131	88_SWH_202308_SW_C	Unknown	4.080 	2733.5514 	81.74 	87.7474 	656.56 
132	89_GWI_202308_UP_LysA_20cm	Unknown	4.047 	5327.2995 	84.62 	85.5035 	636.61 
133	90_GWI_202308_UP_LysA_45cm	Unknown	4.077 	4866.6646 	85.23 	78.1103 	584.96 
134	90_GWI_202308_UP_LysA_45cm_dup	Unknown	4.077 	4928.3790 	85.27 	79.1008 	591.90 
135	91_GWI_202308_UP_LysB_10cm	Unknown	4.047 	2528.6263 	79.34 	40.5846 	302.29 
136	91_GWI_202308_UP_LysB_10cm_spk	Spiked	4.083 	2518.5358 	76.01 	40.4227 	302.57 
137	Standard 4	Check Standard	4.073 	107.0927 	92.98 	171.8845 	1263.69 
138	Lab Blank	Unknown	4.077 	0.0128 	100.00 	0.0205 	0.14 
139	92_GWI_202308_UP_LysB_20cm	Unknown	4.047 	3205.2919 	81.15 	51.4452 	384.05 
140	93_GWI_202308_UP_LysC_10cm	Unknown	4.087 	5322.6621 	84.83 	85.4291 	639.23 
141	94_GWI_202308_UP_LysC_20cm	Unknown	4.100 	3807.7026 	83.29 	61.1139 	455.45 
142	95_GWI_202308_TR_LysA_10cm	Unknown	4.093 	8172.1218 	90.93 	131.1631 	977.22 
143	96_GWI_202308_TR_LysA_20cm	Unknown	4.090 	9769.0086 	90.76 	156.7933 	1164.96 
144	97_GWI_202308_TR_LysA_45cm	Unknown	4.087 	9120.6689 	89.75 	146.3874 	1087.83 
145	98_GWI_202308_TR_LysB_10cm	Unknown	4.047 	7741.7928 	86.84 	124.2563 	926.65 
146	99_GWI_202308_TR_LysB_20cm	Unknown	4.087 	9057.6019 	91.78 	145.3751 	1081.31 
147	100_GWI_202308_TR_LysB_45cm	Unknown	4.090 	8516.9094 	88.02 	136.6970 	1015.60 
148	100_GWI_202308_TR_LysB_45cm_dup	Unknown	4.050 	8400.9613 	87.96 	134.8360 	1003.75 
149	101_GWI_202308_TR_LysC_10cm	Unknown	4.083 	7253.3077 	85.36 	116.4161 	871.76 
150	101_GWI_202308_TR_LysC_10cm_spk	Spiked	4.057 	7224.0316 	83.95 	115.9462 	863.48 
151	Standard 5	Check Standard	4.090 	212.0766 	93.04 	340.3843 	2348.90 
152	Lab Blank	Unknown	4.053 	0.0291 	100.00 	0.0468 	0.42 
153	102_GWI_202308_TR_LysC_20cm	Unknown	4.090 	8024.7337 	88.11 	128.7975 	959.57 
154	103_GWI_202308_TR_LysC_45cm	Unknown	4.070 	8828.0445 	87.68 	141.6907 	1045.73 
155	104_GWI_202308_WC_LysA_10cm	Unknown	4.100 	11504.4834 	81.72 	92.3239 	690.04 
156	105_GWI_202308_WC_LysA_20cm	Unknown	4.110 	10942.6965 	89.95 	87.8155 	653.73 
157	106_GWI_202308_WC_LysA_45cm	Unknown	4.117 	10793.0786 	88.01 	86.6148 	644.31 
158	107_GWI_202308_WC_LysB_10cm	Unknown	4.083 	11959.0176 	84.05 	95.9715 	711.60 
159	108_GWI_202308_WC_LysB_20cm	Unknown	4.100 	11689.5061 	88.70 	93.8087 	699.79 
160	109_GWI_202308_WC_LysB_45cm	Unknown	4.070 	11903.2740 	88.04 	95.5242 	709.46 
161	110_GWI_202308_WC_LysC_10cm	Unknown	4.080 	12627.7278 	88.90 	101.3380 	759.75 
162	110_GWI_202308_WC_LysC_10cm_dup	Unknown	4.080 	12585.8592 	88.90 	101.0020 	757.41 
163	111_GWI_202308_WC_LysC_20cm	Unknown	4.097 	11857.2876 	90.19 	95.1551 	710.00 
164	111_GWI_202308_WC_LysC_20cm_spk	Spiked	4.060 	11728.3168 	88.24 	94.1202 	701.93 
165	Standard 1	Check Standard	4.083 	5.3688 	93.22 	8.6169 	65.50 
166	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
167	112_GWI_202308_SW_A	Unknown	4.103 	13529.2759 	87.54 	108.5729 	808.13 
168	113_GWI_202308_SW_B	Unknown	4.100 	13480.9755 	87.57 	108.1853 	806.20 
169	114_GWI_202308_SW_C	Unknown	4.113 	13626.7307 	87.63 	109.3550 	812.34 
170	115_MSM_202308_TR_RHZ_SF_Tree_1	Unknown	4.120 	7254.3361 	89.40 	232.8652 	1685.48 
171	116_MSM_202308_TR_RHZ_SF_Tree_2	Unknown	4.143 	7213.1166 	88.72 	231.5421 	1666.98 
172	117_MSM_202308_TR_RHZ_SF_Tree_3	Unknown	4.120 	5597.8593 	87.72 	179.6921 	1318.24 
173	118_MSM_202308_TR_RHZ_SF_Tree_4	Unknown	4.077 	7538.3508 	88.13 	241.9821 	1745.40 
174	119_MSM_202308_TR_RHZ_SF_Tree_5	Unknown	4.143 	6771.4897 	88.36 	217.3658 	1568.67 
175	120_MSM_202308_TR_RHZ_SF_Tree_6	Unknown	4.080 	7146.3605 	89.53 	229.3992 	1658.65 
176	120_MSM_202308_TR_RHZ_SF_Tree_6_dup	Unknown	4.080 	7147.6206 	89.52 	229.4396 	1659.68 
177	121_MSM_202308_TR_RHZ_SF_Tree_7	Unknown	4.127 	7261.3462 	89.68 	233.0902 	1684.81 
178	121_MSM_202308_TR_RHZ_SF_Tree_7_spk	Spiked	4.123 	7277.7552 	88.98 	233.6170 	1686.56 
179	Standard 2	Check Standard	4.113 	10.8287 	93.09 	17.3801 	130.44 
180	Lab Blank	Unknown	4.100 	0.0102 	100.00 	0.0164 	0.11 
181	122_MSM_202308_TR_RHZ_SF_Tree_8	Unknown	4.110 	7998.2162 	90.66 	256.7439 	1840.86 
182	123_MSM_202308_WC_RHZ_Collar_1	Unknown	4.077 	10042.8303 	88.07 	161.1881 	1185.17 
183	124_MSM_202308_WC_RHZ_Collar_2	Unknown	4.110 	9312.3286 	90.11 	149.4635 	1103.83 
184	125_MSM_202308_WC_RHZ_Collar_3	Unknown	4.107 	9760.7637 	88.93 	156.6609 	1155.05 
185	126_MSM_202308_WC_RHZ_Collar_4	Unknown	4.073 	9959.6114 	90.06 	159.8525 	1176.48 
186	127_MSM_202308_WC_RHZ_Collar_5	Unknown	4.070 	10019.3293 	90.23 	160.8109 	1184.24 
187	128_MSM_202308_WC_RHZ_LysB	Unknown	4.123 	10398.4095 	88.99 	166.8952 	1227.41 
188	129_MSM_202308_WC_RHZ_LysA	Unknown	4.120 	9769.3138 	88.56 	156.7982 	1155.23 
189	129_MSM_202308_WC_RHZ_LysA_dup	Unknown	4.083 	9556.1997 	88.51 	153.3777 	1130.94 
190	130_MSM_202308_WC_RHZ_LysC	Unknown	4.130 	9806.2381 	90.51 	157.3908 	1157.55 
191	130_MSM_202308_WC_RHZ_LysC_spk	Spiked	4.123 	9577.2301 	89.32 	153.7152 	1131.56 
192	Lab Blank	Unknown	4.117 	0.0136 	100.00 	0.0218 	0.20 
193	Standard 1	Check Standard	4.120 	5.3987 	93.14 	8.6649 	65.04 
194	Standard 2	Check Standard	4.083 	10.7900 	93.15 	17.3181 	128.95 
195	Standard 3	Check Standard	4.087 	21.1629 	93.06 	33.9666 	251.60 
196	Standard 4	Check Standard	4.120 	107.8459 	92.98 	173.0934 	1260.13 
197	Standard 5	Check Standard	4.127 	214.0485 	93.06 	343.5493 	2343.86 
198	Lab Blank	Unknown	4.090 	0.0302 	100.00 	0.0485 	0.43 
Maximum			4.143 	13626.7307 	100.00 	343.5493 	2348.90 
Average			4.016 	3949.4534 	73.19 	83.0041 	616.23 
Minimum			3.827 	0.0065 	0.06 	0.0082 	0.05 
Standard Deviation			0.079 	4142.2056 	30.23 	77.8814 	569.45 
Relative Standard Deviation			1.96%	104.88%	41.30%	93.83%	92.41%
