Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
22	20_GCW_202305_WC_LysC_10cm	Unknown	4.16	401.9731	7.62	3.6357	28.5
23	20_GCW_202305_WC_LysC_10cm_dup	Unknown	4.16	406.6028	7.37	3.6776	28.71
24	21_GCW_202305_WC_LysC_20cm	Unknown	4.153	460.8081	10.39	4.1679	32.42
25	21_GCW_202305_WC_LysC_20cm_spk	Unknown	4.147	630.4458	13.9	5.7022	43.37
26	Standard 2	Check Standard	4.18	0.959	6.75	0.8674	7.16
27	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
28	22_GCW_202305_WC_LysC_45cm	Unknown	4.16	444.6425	7.3	4.0217	31.34
29	23_GCW_202305_SW_A	Unknown	4.153	577.2588	8.79	5.2211	40.04
30	24_GCW_202305_SW_B	Unknown	4.153	584.1073	8.69	5.2831	40.2
31	25_GCW_202305_SW_C	Unknown	4.16	362.6511	10.13	3.2801	25.84
32	26_MSM_202305_UP_LysA_20cm	Unknown	4.17	119.1245	5.68	2.1549	17.15
33	27_MSM_202305_UP_LysA_45cm	Unknown	4.163	176.713	5.97	3.1966	25.07
34	28_MSM_202305_UP_LysB_10cm	Unknown	4.177	43.7542	5.3	0.7915	6.51
35	29_MSM_202305_UP_LysB_20cm	Unknown	4.18	53.8198	5.7	0.9736	7.95
36	30_MSM_202305_UP_LysB_45cm	Unknown	4.16	218.3943	8.59	3.9506	30.7
37	30_MSM_202305_UP_LysB_45cm_dup	Unknown	4.16	213.5421	9.77	3.8628	30.16
38	31_MSM_202305_UP_LysC_10cm	Unknown	4.177	48.7458	4.56	0.8818	7.23
39	31_MSM_202305_UP_LysC_10cm_spk	Unknown	4.167	130.9546	12.17	2.3689	18.9
40	32_MSM_202305_UP_LysC_20cm	Unknown	4.17	104.3911	5.76	1.8884	15.1
41	33_MSM_202305_UP_LysC_45cm	Unknown	4.153	231.2032	11.5	4.1823	32.51
42	34_MSM_202305_TR_LysA_10cm	Unknown	4.147	355.2793	7.47	6.4268	48.12
43	Standard 3	Check Standard	4.173	1.9539	6.91	1.7673	14.24
44	Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
45	35_MSM_202305_TR_LysA_20cm	Unknown	4.133	473.9533	9.61	8.5735	62.06
46	36_MSM_202305_TR_LysA_45m	Unknown	4.133	497.6286	10.39	9.0018	64.86
47	37_MSM_202305_TR_LysB_10cm	Unknown	4.153	242.6754	7.16	4.3898	33.85
48	38_MSM_202305_TR_LysB_20cm	Unknown	4.147	342.8051	6.83	6.2011	46.61
49	39_MSM_202305_TR_LysB_45cm	Unknown	4.15	285.8905	6.02	5.1716	39.38
50	40_MSM_202305_TR_LysC_10cm	Unknown	4.147	320.4288	7.79	5.7964	43.72
51	40_MSM_202305_TR_LysC_10cm_dup	Unknown	4.147	338.9721	7.76	6.1318	46.07
52	41_MSM_202305_TR_LysC_20cm	Unknown	4.153	303.4444	6.27	5.4891	41.59
53	41_MSM_202305_TR_LysC_20cm_spk	Unknown	4.14	396.33	7.93	7.1694	53.06
54	42_MSM_202305_TR_LysC_45cm	Unknown	4.13	508.7294	12.66	9.2026	66.13
55	43_MSM_202305_WC_LysA_10cm	Unknown	4.143	696.1571	8.14	6.2965	47.31
56	44_MSM_202305_WC_LysA_20cm	Unknown	4.137	899.7415	8.19	8.1379	59.43
57	45_MSM_202305_WC_LysA_45cm	Unknown	4.18	112.0317	1.05	1.0133	8.22
58	46_MSM_202305_WC_LysB_10cm	Unknown	4.14	783.719	8.3	7.0885	52.48
59	47_MSM_202305_WC_LysB_20cm	Unknown	4.14	790.7635	7.66	7.1522	52.89
60	48_MSM_202305_WC_LysB_45cm	Unknown	4.17	136.029	1.28	1.2303	9.92
61	Standard 4	Check Standard	4.13	10.0508	7.07	9.0906	65.29
62	Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
63	49_MSM_202305_WC_LysC_10cm	Unknown	4.14	888.1692	8.87	8.0332	58.74
64	50_MSM_202305_WC_LysC_20cm	Unknown	4.143	738.343	7.03	6.6781	49.71
65	50_MSM_202305_WC_LysC_20cm_dup	Unknown	4.14	746.5368	6.99	6.7522	50.24
66	51_MSM_202305_WC_LysC_45cm	Unknown	4.177	48.6901	0.5	0.4404	3.63
67	51_MSM_202305_WC_LysC_45cm_spk	Unknown	4.167	225.1445	2.23	2.0364	16.16
68	52_MSM_202305_SW_A	Unknown	4.137	861.5794	8.98	7.7927	57.03
69	53_MSM_202305_SW_B	Unknown	4.13	1033.7577	9.06	9.35	67.16
70	54_MSM_202305_SW_C	Unknown	4.13	1031.0177	9.03	9.3252	66.85
71	55_MSM_202305_RHZ_UP_SF1	Unknown	4.177	36.3393	2.71	0.6574	5.36
72	56_MSM_202305_RHZ_UP_SF2	Unknown	4.18	30.356	3.07	0.5491	4.51
73	57_MSM_202305_RHZ_UP_SF3	Unknown	4.173	75.8839	5.35	1.3727	11
74	58_MSM_202305_RHZ_UP_SF4	Unknown	4.177	19.7362	1.34	0.357	2.95
75	59_MSM_202305_RHZ_UP_SF5	Unknown	4.177	38.3567	3.28	0.6938	5.67
76	60_MSM_202305_RHZ_UP_SF6	Unknown	4.177	32.5617	2.58	0.589	4.84
77	Standard 5	Check Standard	4.093	19.9804	7.09	18.0717	116.44
78	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
79	60_MSM_202305_RHZ_UP_SF6_dup	Unknown	4.18	31.984	2.55	0.5786	4.76
80	61_MSM_202305_RHZ_UP_SF7	Unknown	4.177	46.6181	2.64	0.8433	6.86
81	61_MSM_202305_RHZ_UP_SF7_spk	Unknown	4.167	130.4016	7.25	2.3589	18.64
82	62_MSM_202305_RHZ_UP_SF8	Unknown	4.177	31.3174	2.59	0.5665	4.66
83	63_MSM_202305_RHZ_TR_SF1	Unknown	4.14	369.7565	7.89	6.6887	49.83
84	64_MSM_202305_RHZ_TR_SF2	Unknown	4.143	328.9713	7.15	5.9509	44.8
85	65_MSM_202305_RHZ_TR_SF3	Unknown	4.15	302.8968	7.21	5.4792	41.53
86	66_MSM_202305_RHZ_TR_SF4	Unknown	4.14	385.8873	8.05	6.9805	51.79
87	67_MSM_202305_RHZ_TR_SF5	Unknown	4.133	502.6139	7.89	9.092	65.4
88	68_MSM_202305_RHZ_TR_SF7	Unknown	4.15	288.194	7.47	5.2133	39.69
89	69_MSM_202305_RHZ_TR_SF6	Unknown	4.13	502.033	8.67	9.0815	65.31
90	70_MSM_202305_RHZ_TR_SF8	Unknown	4.14	377.6218	7.7	6.8309	50.7
91	70_MSM_202305_RHZ_TR_SF8_dup	Unknown	4.14	385.9854	7.7	6.9822	51.78
92	71_MSM_202305_RHZ_WC_Col1	Unknown	4.137	883.2321	8.45	7.9886	58.33
93	71_MSM_202305_RHZ_WC_Col1_spk	Unknown	4.13	1086.6977	9.97	9.8288	69.97
94	72_MSM_202305_RHZ_WC_Col2	Unknown	4.137	924.5517	8.28	8.3623	60.82
95	73_MSM_202305_RHZ_WC_Col3	Unknown	4.137	841.0561	8.21	7.6071	55.67
96	74_MSM_202305_RHZ_WC_Col4	Unknown	4.137	812.1662	7.12	7.3458	54.18
97	Standard 1	Check Standard	4.177	0.4655	6.55	0.421	3.51
98	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
99	75_MSM_202305_RHZ_WC_Col5	Unknown	4.133	967.4174	8.33	8.75	63.2
100	76_MSM_202305_RHZ_WC_SipA	Unknown	4.133	1018.0692	8.2	9.2081	65.95
101	77_MSM_202305_RHZ_WC_SipB	Unknown	4.14	844.5175	7.39	7.6384	55.97
102	78_MSM_202305_RHZ_WC_SipC	Unknown	4.14	864.9464	10.02	7.8232	57.34
103	79_GWI_202305_UP_LysA_10cm	Unknown	4.157	496.8458	11.24	4.4938	34.66
104	80_GWI_202305_UP_LysA_20cm	Unknown	4.167	306.4486	8.85	2.7717	21.77
105	80_GWI_202305_UP_LysA_20cm_dup	Unknown	4.167	320.2341	8.22	2.8964	22.8
106	81_GWI_202305_UP_LysA_45cm	Unknown	4.157	559.5514	10.27	5.061	38.69
107	81_GWI_202305_UP_LysA_45cm_spk	Unknown	4.15	724.1804	13.01	6.55	48.95
108	82_GWI_202305_UP_LysB_10cm	Unknown	4.17	259.3859	7.87	2.3461	18.55
109	83_GWI_202305_UP_LysB_20cm	Unknown	4.157	455.8807	9.71	4.1233	31.93
110	84_GWI_202305_UP_LysB_45cm	Unknown	4.163	340.4585	8.56	3.0793	24.07
111	85_GWI_202305_UP_LysC_10cm	Unknown	4.15	639.5483	10.09	5.7845	43.7
112	86_GWI_202305_UP_LysC_20cm	Unknown	4.153	559.5832	8.17	5.0613	38.69
113	87_GWI_202305_TR_LysA_10cm	Unknown	4.147	679.6859	8.39	6.1476	46.06
114	88_GWI_202305_TR_LysA_20cm	Unknown	4.143	771.8082	7.44	6.9808	51.88
115	89_GWI_202305_TR_LysA_45cm	Unknown	4.143	789	6.19	7.1363	52.7
116	Standard 2	Check Standard	4.173	0.9625	6.75	0.8705	7.12
117	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
118	90_GWI_202305_TR_LysB_10cm	Unknown	4.15	619.96	8.42	5.6073	42.42
119	90_GWI_202305_TR_LysB_10cm_dup	Unknown	4.15	624.0707	8.42	5.6445	42.74
120	91_GWI_202305_TR_LysB_20cm	Unknown	4.157	463.5888	4.97	4.193	32.46
121	91_GWI_202305_TR_LysB_20cm_spk	Unknown	4.15	581.0396	6.8	5.2553	39.97
122	92_GWI_202305_TR_LysB_45cm	Unknown	4.13	1079.3489	12.62	9.7624	69.52
123	93_GWI_202305_TR_LysC_10cm	Unknown	4.17	200.3206	7.09	1.8118	14.46
124	94_GWI_202305_TR_LysC_20cm	Unknown	4.153	500.2833	6.79	4.5249	34.8
125	1_GCW_202305_UP_LysA_20cm	Unknown	4.177	1.123	0.28	0.0203	0.17
126	2_GCW_202305_UP_LysB_10cm	Unknown	4.18	2.1096	0.47	0.0382	0.32
127	3_GCW_202305_UP_LysB_20cm	Unknown	4.177	1.5687	0.35	0.0284	0.24
128	4_GCW_202305_UP_LysC_10cm	Unknown	4.17	0.5029	0.11	0.0091	0.08
129	5_GCW_202305_UP_LysC_20cm	Unknown	4.163	0.2163	0.06	0.0039	0.03
130	6_GCW_202305_TR_LysB_20cm	Unknown	4.177	8.7255	1.68	0.1578	1.32
131	7_GCW_202305_TR_LysA_20cm	Unknown	4.177	1.7791	0.46	0.0322	0.27
132	8_GCW_202305_TR_LysA_45cm	Unknown	4.177	9.1303	1.96	0.1652	1.39
133	9_GCW_202305_TR_LysB_10cm	Unknown	4.177	2.6182	0.59	0.0474	0.4
134	10_GCW_202305_TR_LysB_45cm	Unknown	4.177	3.7603	0.69	0.068	0.57
135	10_GCW_202305_TR_LysB_45cm_dup	Unknown	4.177	3.8851	0.7	0.0703	0.59
136	11_GCW_202305_TR_LysC_10cm	Unknown	4.177	2.4952	0.46	0.0451	0.38
137	11_GCW_202305_TR_LysC_10cm_spk	Unknown	4.17	92.0921	14.48	1.6659	13.35
138	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
139	Standard 1	Check Standard	4.177	0.4634	6.68	0.4191	3.51
140	Standard 2	Check Standard	4.173	0.9597	6.86	0.868	7.14
141	Standard 3	Check Standard	4.17	1.9516	6.96	1.7652	14.24
142	Standard 4	Check Standard	4.13	10.0392	7.08	9.0802	65.32
143	Standard 5	Check Standard	4.093	20.012	7.1	18.1002	116.65
144	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
Maximum			4.18	1086.6977	14.48	18.1002	116.65
Average			4.156	341.4432	6.67	4.458	32.95
Minimum			4.093	0.2163	0.06	0.0039	0.03
Standard Deviation			0.019	318.727	3.2	3.7092	25.54
Relative Standard Deviation			0.45%	93.35%	47.98%	83.20%	77.51%
