Machine,User ,Run_Date,Sample_Type,Type1,Sample_Year,Sample_Month,Sample_ID,Dilution_Factor,STD_Conc,CO2_Area,CH4_Area,Field Notes,Lab Notes
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_UP_SF_1,2.83,NA,164148,606,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_UP_SF_2,2.83,NA,89509,586,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_UP_SF_3,2.83,NA,120832,783,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_UP_SF_4,2.83,NA,189676,664,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_UP_SF_5,2.83,NA,224305,728,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_UP_SF_6,2.83,NA,63359,590,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_UP_SF_7,2.83,NA,167756,3835,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_UP_SF_8,2.83,NA,111893,1000,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_TR_SF_1,2.83,NA,47229,582,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_TR_SF_2,2.83,NA,36092,548,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_TR_SF_3,2.83,NA,130838,624,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_TR_SF_4,2.83,NA,61157,617,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_TR_SF_5,2.83,NA,44841,566,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_TR_SF_6,2.83,NA,41352,518,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_TR_SF_7,2.83,NA,69809,580,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_TR_SF_8,2.83,NA,38409,562,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_TR_DS_1,2.83,NA,49315,534,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_TR_DS_2,2.83,NA,39095,529,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,October,GWI_TGW_TR_DS_3,2.83,NA,155482,614,,10mL N2 added in lab
Varian GC,Wegner,20240307,CHKSTD,CHKSTD,2024,NA,CHKSTD_5ppm_CH4_3,1,5,148590,3339,,
Varian GC,Wegner,20240307,Blank,Blank,2024,NA,Blank_4,1,0,3257,0,,
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,MSM_TGW_UP_SF_1,2.83,NA,382486,771,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,MSM_TGW_UP_SF_2,2.83,NA,425402,882,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,MSM_TGW_UP_SF_3,2.83,NA,539876,724,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,MSM_TGW_UP_SF_4,2.83,NA,279360,785,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,MSM_TGW_UP_SF_5,2.83,NA,714478,2325,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,MSM_TGW_UP_SF_6,2.83,NA,533248,1148,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,MSM_TGW_UP_SF_7,2.83,NA,382447,550,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,MSM_TGW_UP_SF_8,2.83,NA,943704,766,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,MSM_TGW_TR_SF_1,2.83,NA,440415,15249,,checked; 10ml N2 added in the lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,MSM_TGW_TR_SF_7,2.83,NA,558731,560,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,MSM_TGW_TR_SF_8,2.83,NA,302258,936,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,MSM_TGW_TR_DS_1,2.83,NA,39655,793,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,MSM_TGW_TR_DS_2,2.83,NA,180083,2758,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,MSM_TGW_TR_DS_3,2.83,NA,123757,656,,10mL N2 added in lab
Varian GC,Wegner,20240307,CHKSTD,CHKSTD,2024,NA,CHKSTD_5ppm_CH4_4,1,5,146360,3255,,
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_UP_SF_1,2.83,NA,133303,534,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_UP_SF_2,2.83,NA,148954,614,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_UP_SF_3,2.83,NA,131233,768,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_UP_SF_4,2.83,NA,234823,784,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_UP_SF_5,2.83,NA,244656,759,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_UP_SF_6,2.83,NA,75089,627,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_UP_SF_7,2.83,NA,221346,5489,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_UP_SF_8,2.83,NA,52386,643,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_TR_SF_1,2.83,NA,62959,577,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_TR_SF_2,2.83,NA,38883,621,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_TR_SF_3,2.83,NA,167238,607,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_TR_SF_4,2.83,NA,81669,601,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_TR_SF_5,2.83,NA,61301,586,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_TR_SF_6,2.83,NA,44790,582,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_TR_SF_7,2.83,NA,97980,582,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_TR_SF_8,2.83,NA,25281,579,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_TR_DS_1,2.83,NA,39098,513,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_TR_DS_2,2.83,NA,30564,593,,10mL N2 added in lab
Varian GC,Wegner,20240307,Unknown,TGW,2023,November,GWI_TGW_TR_DS_3,2.83,NA,125113,550,,10mL N2 added in lab
Varian GC,Wegner,20240307,CHKSTD,CHKSTD,2024,NA,CHKSTD_5ppm_CH4_5,1,5,144932,3210,,
Varian GC,Wegner,20240307,Blank,Blank,2024,NA,Blank_5,1,0,1666,0,,
