Machine,User ,Run_Date,Sample_Type,Type1,Sample_Year,Sample_Month,Sample_ID,Dilution_Factor,STD_Conc,CO2_Area,CH4_Area,Field Notes,Lab Notes
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,MSM_TGW_TR_SF_5,2.83,NA,88194,770,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,MSM_TGW_TR_SF_6,2.83,NA,277448,654,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,MSM_TGW_TR_SF_7,2.83,NA,241526,660,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,MSM_TGW_TR_SF_8,2.83,NA,397067,1050,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,MSM_TGW_TR_DS_1,2.83,NA,50267,867,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,MSM_TGW_TR_DS_2,2.83,NA,315154,4486,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,MSM_TGW_TR_DS_3,2.83,NA,351672,1477,,10mL N2 added in lab 
Varian GC,Wegner,20240306,CHKSTD,CHKSTD,2024,NA,CHKSTD_5ppm_CH4_4,1,5,149502,3350,,
Varian GC,Wegner,20240306,Blank,Blank,2024,NA,Blank_5,1,0,2220,0,,
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_UP_SF_1,2.83,NA,100790,667,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_UP_SF_2,2.83,NA,264079,1080,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_UP_SF_3,2.83,NA,166294,939,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_UP_SF_4,2.83,NA,186448,717,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_UP_SF_5,2.83,NA,325629,921,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_UP_SF_6,2.83,NA,76121,784,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_UP_SF_7,2.83,NA,273763,6121,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_UP_SF_8,2.83,NA,133759,1122,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_TR_SF_1,2.83,NA,105151,818,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_TR_SF_2,2.83,NA,43874,704,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_TR_SF_3,2.83,NA,363634,968,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_TR_SF_4,2.83,NA,169194,890,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_TR_SF_5,2.83,NA,66820,814,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_TR_SF_6,2.83,NA,83631,761,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_TR_SF_7,2.83,NA,146022,665,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_TR_SF_8,2.83,NA,735962,1849,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_TR_DS_1,2.83,NA,53117,527,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_TR_DS_2,2.83,NA,85366,588,,10mL N2 added in lab 
Varian GC,Wegner,20240306,Unknown,TGW,2023,September,GWI_TGW_TR_DS_3,2.83,NA,460064,579,,10mL N2 added in lab 
Varian GC,Wegner,20240306,CHKSTD,CHKSTD,2024,NA,CHKSTD_5ppm_CH4_5,1,5,154243,3453,,
Varian GC,Wegner,20240306,Blank,Blank,2024,NA,Blank_6,1,0,2054,0,,
