Machine,User ,Run_Date,Sample_Type,Type1,Sample_Year,Sample_Month,Sample_ID,Dilution_Factor,STD_Conc,CO2_Area,CH4_Area,Field Notes,Lab Notes
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,MSM_TGW_TR_SF_2,2.83,NA,4069938,67119,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,MSM_TGW_TR_SF_3,2.83,NA,3921458,31296,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,MSM_TGW_TR_SF_4,2.83,NA,1859919,16741,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,MSM_TGW_TR_SF_5,2.83,NA,1487925,44667,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,MSM_TGW_TR_SF_6,2.83,NA,10646696,3006,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,MSM_TGW_TR_SF_7,2.83,NA,2969575,10015,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,MSM_TGW_TR_SF_8,2.83,NA,606846,972,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,MSM_TGW_TR_DS_1,2.83,NA,76248,1928,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,MSM_TGW_TR_DS_2,2.83,NA,575676,8340,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,MSM_TGW_TR_DS_3,2.83,NA,2160129,74843,,10mL N2 added in lab 
Varian GC,Wegner,20240228,CHKSTD,CHKSTD,2024,NA,CHKSTD_5ppm_CH4,1,5,149990,3334,,
Varian GC,Wegner,20240228,Blank,Blank,2024,NA,Blank_2,1,0,6832,0,,
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_UP_SF_1,2.83,NA,178056,1330,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_UP_SF_2,2.83,NA,216739,1243,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_UP_SF_3,2.83,NA,159958,1338,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_UP_SF_4,2.83,NA,185002,1145,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_UP_SF_5,2.83,NA,338475,1217,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_UP_SF_6,2.83,NA,124380,913,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_UP_SF_7,2.83,NA,325090,1278,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_UP_SF_8,2.83,NA,163008,2514,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_TR_SF_1,2.83,NA,38352,660,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_TR_SF_2,2.83,NA,33119,657,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_TR_SF_3,2.83,NA,146434,642,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_TR_SF_4,2.83,NA,89266,798,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_TR_SF_5,2.83,NA,46346,1022,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_TR_SF_6,2.83,NA,53539,1240,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_TR_SF_7,2.83,NA,114465,762,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_TR_SF_8,2.83,NA,56420,1893,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_TR_DS_1,2.83,NA,740891,678,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_TR_DS_2,2.83,NA,72329,582,,10mL N2 added in lab 
Varian GC,Wegner,20240228,Unknown,TGW,2023,May,GWI_TGW_TR_DS_3,2.83,NA,39166,658,,10mL N2 added in lab 
Varian GC,Wegner,20240228,CHKSTD,CHKSTD,2024,May,CHKSTD_5ppm_CH4_1,1,5,153802,3473,,
Varian GC,Wegner,20240228,Blank,Blank,2024,NA,Blank_3,1,0,5456,0,,
