Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
24	Lucie_17_spk	Spiked	4.38	28.0955	31.68	4.986	37.68
25	Standard 1	Check Standard	4.407	0.5063	6.74	0.4492	3.65
26	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
27	Lucie_18	Unknown	4.393	18.2535	22.98	3.2394	25.06
28	Lucie_19	Unknown	4.387	18.0895	22.9	3.2103	24.9
29	Lucie_20	Unknown	4.39	18.3151	21.82	3.2503	25.17
30	Lucie_21	Unknown	4.383	19.2912	23.02	3.4235	26.44
31	Lucie_22	Unknown	4.387	18.6228	21.91	3.3049	25.63
32	Lucie_23	Unknown	4.383	24.8124	32.74	4.4033	33.64
33	Lucie_24	Unknown	4.373	30.067	37.71	5.3358	40.29
34	Lucie_25	Unknown	4.38	24.5711	33.22	4.3605	33.32
35	Lucie_26	Unknown	4.387	18.1015	26.32	3.2124	24.83
36	Lucie_26_dup	Unknown	4.383	17.9193	26.38	3.1801	24.59
37	Lucie_27	Unknown	4.387	20.8472	28.44	3.6996	27.98
38	Lucie_27_spk	Spiked	4.373	28.9105	35.91	5.1306	38.3
39	Standard 2	Check Standard	4.403	0.9604	6.7	0.8522	6.87
40	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
41	Lucie_28	Unknown	4.383	17.9326	26.73	3.1824	24.77
42	Lucie_29	Unknown	4.39	16.3755	19.81	2.9061	22.59
43	Lucie_30	Unknown	4.387	15.7973	19.36	2.8035	21.86
44	Lucie_31	Unknown	4.387	15.931	19.34	2.8272	22.02
45	Lucie_32	Unknown	4.39	17.1452	20.05	3.0427	23.64
46	Lucie_33	Unknown	4.383	17.2841	20.28	3.0673	23.83
47	Lucie_34	Unknown	4.383	17.249	20.16	3.0611	23.79
48	Lucie_35	Unknown	4.377	26.6568	35.19	4.7307	35.99
49	Lucie_36	Unknown	4.38	24.8099	33.79	4.4029	33.68
50	Lucie_36_dup	Unknown	4.377	24.6791	33.79	4.3797	33.54
51	Lucie_37	Unknown	4.38	25.1293	33.86	4.4596	34.09
52	Lucie_37_spk	Spiked	4.363	34.724	41.62	6.1623	46.1
53	Standard 3	Check Standard	4.393	1.9531	6.83	1.7331	13.77
54	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
55	Lucie_38	Unknown	4.387	19.6579	27.61	3.4886	26.47
56	Lucie_39	Unknown	4.383	21.5446	28.79	3.8234	28.77
57	Lucie_40	Unknown	4.38	20.2064	28.08	3.5859	27.18
58	Lucie_41	Unknown	4.393	7.0712	9.47	1.2549	9.93
59	Lucie_42	Unknown	4.397	6.9222	9.19	1.2285	9.74
60	Lucie_43	Unknown	4.39	7.9216	10.39	1.4058	11.15
61	Lucie_44	Unknown	4.39	12.838	16.22	2.2783	17.88
62	Lucie_45	Unknown	4.387	13.2415	16.59	2.3499	18.43
63	Lucie_46	Unknown	4.387	11.9795	14.8	2.1259	16.68
64	Lucie_46_dup	Unknown	4.387	11.9338	14.81	2.1178	16.63
65	Lucie_47	Unknown	4.37	31.3269	36.53	5.5594	41.61
66	Lucie_47_spk	Spiked	4.357	41.0105	43.07	7.2779	53.24
67	Standard 4	Check Standard	4.35	10.0164	6.92	8.8878	63.87
68	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
69	Lucie_48	Unknown	4.37	29.2126	33.96	5.1842	38.88
70	Lucie_49	Unknown	4.36	40.954	43.76	7.2679	53.58
71	Lucie_50	Unknown	4.373	21.2757	24.96	3.7757	28.66
72	Lucie_51	Unknown	4.373	21.6859	25.41	3.8485	29.32
73	Lucie_52	Unknown	4.38	22.1614	25.68	3.9329	29.71
74	Lucie_53	Unknown	4.393	0.2692	0.39	0.0478	0.33
75	Lucie_54	Unknown	4.397	0.1637	0.23	0.0291	0.2
76	Lucie_55	Unknown	4.393	0.1211	0.17	0.0215	0.14
77	Lucie_56	Unknown	4.39	0.1894	0.29	0.0336	0.24
78	Lucie_56_dup	Unknown	4.393	0.179	0.28	0.0318	0.22
79	Lucie_57	Unknown	4.393	0.1556	0.23	0.0276	0.19
80	Lucie_57_spk	Spiked	4.383	9.8374	12.62	1.7458	13.84
81	Standard 5	Check Standard	4.31	20.053	7.04	17.7935	114.2
82	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
83	Lucie_58	Unknown	4.393	0.1928	0.27	0.0342	0.24
84	Lucie_59	Unknown	4.333	60.9678	45.67	10.8196	76.08
85	Lucie_60	Unknown	4.36	34.0359	30.12	6.0402	44.5
86	Lucie_61	Unknown	4.36	33.8849	30.66	6.0134	44.68
87	Lucie_62	Unknown	4.353	39.8932	33.96	7.0796	52.45
88	Lucie_63	Unknown	4.357	34.1102	29.72	6.0534	45.55
89	Lucie_64	Unknown	4.357	32.0988	30.01	5.6964	43.06
90	Lucie_65	Unknown	4.393	0.2303	0.32	0.0409	0.27
91	Lucie_66	Unknown	4.393	0.2472	0.35	0.0439	0.3
92	Lucie_66_dup	Unknown	4.39	0.2267	0.32	0.0402	0.28
93	Lucie_67	Unknown	4.393	0.1674	0.24	0.0297	0.2
94	Lucie_67_spk	Spiked	4.38	9.5691	11.92	1.6982	13.46
95	Standard 1	Check Standard	4.39	0.5046	6.76	0.4477	3.67
96	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
97	Lucie_68	Unknown	4.39	0.1524	0.23	0.027	0.17
98	Lucie_69	Unknown	4.387	0.324	0.49	0.0575	0.42
99	Lucie_70	Unknown	4.383	0.1809	0.26	0.0321	0.22
100	Lucie_71	Unknown	4.347	45.0251	33	7.9904	58.53
101	Lucie_72	Unknown	4.35	38.5729	29.97	6.8453	51.08
102	Lucie_73	Unknown	4.36	31.0932	25.45	5.5179	41.86
103	Lucie_74	Unknown	4.353	33.0111	29.4	5.8583	44.26
104	Lucie_75	Unknown	4.36	29.899	26.16	5.306	40.35
105	Lucie_76	Unknown	4.357	26.554	25.71	4.7124	36.23
106	Lucie_76_dup	Unknown	4.36	26.4137	25.74	4.6875	36.04
107	Lucie_77	Unknown	4.387	0.6123	0.86	0.1087	0.84
108	Lucie_77_spk	Spiked	4.38	9.7768	12.27	1.735	13.72
109	Standard 2	Check Standard	4.383	0.9617	6.7	0.8534	6.94
110	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
111	Lucie_78	Unknown	4.383	2.2518	2.98	0.3996	3.18
112	Lucie_79	Unknown	4.38	2.0796	2.89	0.3691	2.93
113	Lucie_80	Unknown	4.38	8.7081	11.6	1.5454	12.25
114	Lucie_81	Unknown	4.377	6.4749	8.78	1.1491	9.17
115	Lucie_82	Unknown	4.38	7.0503	9.04	1.2512	9.96
116	Lucie_83	Unknown	4.347	31.9183	24.41	5.6644	42.98
117	Lucie_84	Unknown	4.35	32.4291	24.65	5.755	43.65
118	Lucie_85	Unknown	4.353	33.3891	24.89	5.9254	44.8
119	Lucie_86	Unknown	4.363	22.2872	20.36	3.9552	30.76
120	Lucie_86_dup	Unknown	4.357	22.2469	20.4	3.948	30.71
121	Lucie_87	Unknown	4.36	22.5192	19.92	3.9964	31.11
122	Lucie_87_spk	Spiked	4.35	31.6106	26.09	5.6098	42.57
123	Standard 3	Check Standard	4.373	1.9597	6.82	1.7389	13.87
124	Lab Blank	Unknown	4.38	0.0599	53.67	0.0531	0.03
125	Lucie_88	Unknown	4.363	22.1751	21.4	3.9353	30.56
126	Lucie_89	Unknown	4.377	0.5165	0.83	0.0917	0.66
127	Lucie_90	Unknown	4.383	0.4253	0.7	0.0755	0.54
128	Lucie_91	Unknown	4.377	0.2622	0.48	0.0465	0.37
129	Lucie_92	Unknown	4.38	0.3995	0.6	0.0709	0.52
130	Lucie_93	Unknown	4.37	7.4522	10.23	1.3225	10.49
131	Lucie_93_dup	Unknown	4.373	7.4254	10.2	1.3178	10.47
132	Lucie_94	Unknown	4.353	23.5152	26.09	4.1731	32.09
133	Lucie_94_spk	Spiked	4.35	32.406	32.92	5.7509	43.31
134	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
135	Standard 1	Check Standard	4.38	0.5044	6.77	0.4476	3.66
136	Standard 2	Check Standard	4.373	0.9606	6.71	0.8524	6.93
137	Standard 3	Check Standard	4.373	1.9571	6.83	1.7366	13.86
138	Standard 4	Check Standard	4.33	10.0431	6.92	8.9115	64.26
139	Standard 5	Check Standard	4.293	20.0765	7.05	17.8143	114.72
140	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
141	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
142	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
Maximum			4.413	60.9678	53.67	17.8143	114.72
Average			4.377	16.1732	18.68	3.4602	25.76
Minimum			4.293	0.0599	0.17	0.0215	0.03
Standard Deviation			0.019	12.6731	12.72	3.2556	22.16
Relative Standard Deviation			0.44%	78.36%	68.09%	94.09%	86.02%
