"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"11","COMPASS: Synoptic","CB","GCW","WC",NA,NA,"GCW_202309_WC_LYSA_20CM",NA,NA,NA,NA,NA,9.22532127261385,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",185.317421720733,"Within_Range","Cl dups cv out of range; Cl dups out of range",11.8711171982,"2025-05-29"," ",NA
"12","COMPASS: Synoptic","CB","GCW","WC",NA,NA,"GCW_202309_WC_LYSA_45CM",NA,NA,NA,NA,NA,6.94149719276357,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",155.342583921015,"Within_Range","Cl dups cv out of range; Cl dups out of range",9.9509845422,"2025-05-29"," ",NA
"13","COMPASS: Synoptic","CB","GCW","WC",NA,NA,"GCW_202309_WC_LYSB_10CM",NA,NA,NA,NA,NA,8.89606674984404,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",192.95138787024,"Within_Range","Cl dups cv out of range; Cl dups out of range",12.3601349469,"2025-05-29"," ",NA
"14","COMPASS: Synoptic","CB","GCW","WC",NA,NA,"GCW_202309_WC_LYSB_20CM",NA,NA,NA,NA,NA,4.0841547099189,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",178.705579689704,"Within_Range","Cl dups cv out of range; Cl dups out of range",11.4475748296,"2025-05-29"," ",NA
"15","COMPASS: Synoptic","CB","GCW","WC",NA,NA,"GCW_202309_WC_LYSB_45CM",NA,NA,NA,NA,NA,6.55646912039925,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",150.787526093089,"Within_Range","Cl dups cv out of range; Cl dups out of range",9.6591959646,"2025-05-29"," ",NA
"16","COMPASS: Synoptic","CB","GCW","WC",NA,NA,"GCW_202309_WC_LYSC_10CM",NA,NA,NA,NA,NA,20.166150966937,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",214.611291960508,"Within_Range","Cl dups cv out of range; Cl dups out of range",13.7476283321,"2025-05-29"," ",NA
"17","COMPASS: Synoptic","CB","GCW","WC",NA,NA,"GCW_202309_WC_LYSC_20CM",NA,NA,NA,NA,NA,20.6809326263256,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",188.83943864598,"Within_Range","Cl dups cv out of range; Cl dups out of range",12.0967310867,"2025-05-29"," ",NA
"18","COMPASS: Synoptic","CB","GCW","WC",NA,NA,"GCW_202309_WC_LYSC_45CM",NA,NA,NA,NA,NA,14.8499033063007,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",157.995407616361,"Within_Range","Cl dups cv out of range; Cl dups out of range",10.1209195204,"2025-05-29"," ",NA
"19","COMPASS: Synoptic","CB","GCW","SW",NA,NA,"GCW_202309_SW_A",NA,NA,NA,NA,NA,24.9901029320025,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",177.037534555712,"Within_Range","Cl dups cv out of range; Cl dups out of range",11.3407229442,"2025-05-29"," ",NA
"20","COMPASS: Synoptic","CB","GCW","SW",NA,NA,"GCW_202309_SW_B",NA,NA,NA,NA,NA,24.5539051777916,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",174.967252468265,"Within_Range","Cl dups cv out of range; Cl dups out of range",11.2081045037,"2025-05-29"," ",NA
"21","COMPASS: Synoptic","CB","GCW","SW",NA,NA,"GCW_202309_SW_C",NA,NA,NA,NA,NA,24.6047067997505,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",174.705150916784,"Within_Range","Cl dups cv out of range; Cl dups out of range",11.1913147632,"2025-05-29"," ",NA
"22","COMPASS: Synoptic","CB","MSM","UP",NA,NA,"MSM_202309_UP_LYSA_45CM",NA,NA,NA,NA,NA,4.19061447286338,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",55.5779802538787,"Within_Range","Cl dups cv out of range; Cl dups out of range",3.5602485958,"2025-05-29"," ",NA
"23","COMPASS: Synoptic","CB","MSM","UP",NA,NA,"MSM_202309_UP_LYSB_10CM",NA,NA,NA,NA,NA,1.93294759825328,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",15.2507588152327,"Within_Range","Cl dups cv out of range; Cl dups out of range",0.9769613958,"2025-05-29"," ",NA
"24","COMPASS: Synoptic","CB","MSM","UP",NA,NA,"MSM_202309_UP_LYSB_45CM",NA,NA,NA,NA,NA,5.05272925764192,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",44.7214358251058,"Within_Range","Cl dups cv out of range; Cl dups out of range",2.8647984443,"2025-05-29"," ",NA
"25","COMPASS: Synoptic","CB","MSM","UP",NA,NA,"MSM_202309_UP_LYSC_10CM",NA,NA,NA,NA,NA,3.177972551466,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",20.7164992947814,"Within_Range","Cl dups cv out of range; Cl dups out of range",1.3270866193,"2025-05-29"," ",NA
"26","COMPASS: Synoptic","CB","MSM","UP",NA,NA,"MSM_202309_UP_LYSC_20CM",NA,NA,NA,NA,NA,3.93139426076107,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",27.1227080394922,"Within_Range","Cl dups cv out of range; Cl dups out of range",1.7374565,"2025-05-29"," ",NA
"27","COMPASS: Synoptic","CB","MSM","UP",NA,NA,"MSM_202309_UP_LYSC_45CM",NA,NA,NA,NA,NA,4.15532127261385,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",49.6413709449929,"Within_Range","Cl dups cv out of range; Cl dups out of range",3.1799603862,"2025-05-29"," ",NA
"28","COMPASS: Synoptic","CB","MSM","TR",NA,NA,"MSM_202309_TR_LYSA_10CM",NA,NA,NA,NA,NA,24.6281035558328,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",217.961184767278,"Within_Range","Cl dups cv out of range; Cl dups out of range",13.962216268,"2025-05-29"," ",NA
"29","COMPASS: Synoptic","CB","MSM","TR",NA,NA,"MSM_202309_TR_LYSA_20CM",NA,NA,NA,NA,NA,18.2574204616344,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",134.645988716502,"Within_Range","Cl dups cv out of range; Cl dups out of range",8.6251989421,"2025-05-29"," ",NA
"30","COMPASS: Synoptic","CB","MSM","TR",NA,NA,"MSM_202309_TR_LYSA_45CM",NA,NA,NA,NA,NA,15.2739582033687,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",112.515644569817,"Within_Range","Cl dups cv out of range; Cl dups out of range",7.2075700372,"2025-05-29"," ",NA
"31","COMPASS: Synoptic","CB","MSM","TR",NA,NA,"MSM_202309_TR_LYSB_10CM",NA,NA,NA,NA,NA,20.4821366188397,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",194.144812411848,"Within_Range","Cl dups cv out of range; Cl dups out of range",12.4365835152,"2025-05-29"," ",NA
"32","COMPASS: Synoptic","CB","MSM","TR",NA,NA,"MSM_202309_TR_LYSB_20CM",NA,NA,NA,NA,NA,10.8116718652527,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",171.976552891396,"Within_Range","Cl dups cv out of range; Cl dups out of range",11.0165258216,"2025-05-29"," ",NA
"33","COMPASS: Synoptic","CB","MSM","TR",NA,NA,"MSM_202309_TR_LYSB_45CM",NA,NA,NA,NA,NA,8.98375233936369,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",130.033159379408,"Within_Range","Cl dups cv out of range; Cl dups out of range",8.3297096285,"2025-05-29"," ",NA
"34","COMPASS: Synoptic","CB","MSM","TR",NA,NA,"MSM_202309_TR_LYSC_10CM",NA,NA,NA,NA,NA,23.8835714285714,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",229.794634696756,"Within_Range","Cl dups cv out of range; Cl dups out of range",14.7202451786,"2025-05-29"," ",NA
"35","COMPASS: Synoptic","CB","MSM","TR",NA,NA,"MSM_202309_TR_LYSC_20CM",NA,NA,NA,NA,NA,13.8099001871491,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",169.407889985896,"Within_Range","Cl dups cv out of range; Cl dups out of range",10.8519820279,"2025-05-29"," ",NA
"36","COMPASS: Synoptic","CB","MSM","TR",NA,NA,"MSM_202309_TR_LYSC_45CM",NA,NA,NA,NA,NA,16.9606986899563,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",140.386183356841,"Within_Range","Cl dups cv out of range; Cl dups out of range",8.9929051914,"2025-05-29"," ",NA
"37","COMPASS: Synoptic","CB","MSM","WC",NA,NA,"MSM_202309_WC_LYSA_10CM",NA,NA,NA,NA,NA,33.3802495321273,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",254.022217207334,"Within_Range","Cl dups cv out of range; Cl dups out of range",16.2722192932,"2025-05-29"," ",NA
"38","COMPASS: Synoptic","CB","MSM","WC",NA,NA,"MSM_202309_WC_LYSA_20CM",NA,NA,NA,NA,NA,31.0700810979414,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",260.147396332863,"Within_Range","Cl dups cv out of range; Cl dups out of range",16.6645869364,"2025-05-29"," ",NA
"39","COMPASS: Synoptic","CB","MSM","WC",NA,NA,"MSM_202309_WC_LYSA_45CM",NA,NA,NA,NA,NA,0.970726762320649,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",233.34376022567,"Within_Range","Cl dups cv out of range; Cl dups out of range",14.9475955941,"2025-05-29"," ",NA
"40","COMPASS: Synoptic","CB","MSM","WC",NA,NA,"MSM_202309_WC_LYSB_10CM",NA,NA,NA,NA,NA,20.7934622582658,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",265.846059238364,"Within_Range","Cl dups cv out of range; Cl dups out of range",17.0296327396,"2025-05-29"," ",NA
"41","COMPASS: Synoptic","CB","MSM","WC",NA,NA,"MSM_202309_WC_LYSB_20CM",NA,NA,NA,NA,NA,22.10986275733,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",260.84306629055,"Within_Range","Cl dups cv out of range; Cl dups out of range",16.7091502669,"2025-05-29"," ",NA
"42","COMPASS: Synoptic","CB","MSM","WC",NA,NA,"MSM_202309_WC_LYSB_45CM",NA,NA,NA,NA,NA,4.27626325639426,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",238.360803949224,"Within_Range","Cl dups cv out of range; Cl dups out of range",15.2689781335,"2025-05-29"," ",NA
"43","COMPASS: Synoptic","CB","MSM","WC",NA,NA,"MSM_202309_WC_LYSC_10CM",NA,NA,NA,NA,NA,21.7005614472863,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",266.230849083216,"Within_Range","Cl dups cv out of range; Cl dups out of range",17.0542816652,"2025-05-29"," ",NA
"44","COMPASS: Synoptic","CB","MSM","WC",NA,NA,"MSM_202309_WC_LYSC_20CM",NA,NA,NA,NA,NA,13.8418777292576,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",238.013655853315,"Within_Range","Cl dups cv out of range; Cl dups out of range",15.2467404687,"2025-05-29"," ",NA
"45","COMPASS: Synoptic","CB","MSM","WC",NA,NA,"MSM_202309_WC_LYSC_45CM",NA,NA,NA,NA,NA,1.57860262008734,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",197.709819464034,"Within_Range","Cl dups cv out of range; Cl dups out of range",12.6649512717,"2025-05-29"," ",NA
"46","COMPASS: Synoptic","CB","MSM","SW",NA,NA,"MSM_202309_SW_A",NA,NA,NA,NA,NA,36.4321116656269,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",246.068778561354,"Within_Range","Cl dups cv out of range; Cl dups out of range",15.7627367274,"2025-05-29"," ",NA
"47","COMPASS: Synoptic","CB","MSM","SW",NA,NA,"MSM_202309_SW_B",NA,NA,NA,NA,NA,36.4242389270118,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",246.161466854725,"Within_Range","Cl dups cv out of range; Cl dups out of range",15.768674168,"2025-05-29"," ",NA
"48","COMPASS: Synoptic","CB","MSM","SW",NA,NA,"MSM_202309_SW_C",NA,NA,NA,NA,NA,36.5711603243918,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",246.897052186178,"Within_Range","Cl dups cv out of range; Cl dups out of range",15.8157944035,"2025-05-29"," ",NA
"49","COMPASS: Synoptic","CB","SWH","UP",NA,NA,"SWH_202309_UPCON_LYSA_10CM",NA,NA,NA,NA,NA,0,"bdl","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",0.0274273624823695,"Within_Range","Cl dups cv out of range; Cl dups out of range",0.0017829461,"2025-05-29"," ",NA
"50","COMPASS: Synoptic","CB","SWH","UP",NA,NA,"SWH_202309_UPCON_LYSA_20CM",NA,NA,NA,NA,NA,0,"bdl","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",0.01924682651622,"Within_Range","Cl dups cv out of range; Cl dups out of range",0.0012589161,"2025-05-29"," ",NA
"51","COMPASS: Synoptic","CB","SWH","UP",NA,NA,"SWH_202309_UPCON_LYSA_45CM",NA,NA,NA,NA,NA,0.920764192139738,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",3.3107221438646,"Within_Range","Cl dups cv out of range; Cl dups out of range",0.2121047357,"2025-05-29"," ",NA
"52","COMPASS: Synoptic","CB","SWH","UP",NA,NA,"SWH_202309_UPCON_LYSB_10CM",NA,NA,NA,NA,NA,0.708505926388022,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",0.219833568406206,"Within_Range","Cl dups cv out of range; Cl dups out of range",0.0141081317,"2025-05-29"," ",NA
"53","COMPASS: Synoptic","CB","SWH","UP",NA,NA,"SWH_202309_UPCON_LYSB_20CM",NA,NA,NA,NA,NA,1.54569245165315,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",1.60588998589563,"Within_Range","Cl dups cv out of range; Cl dups out of range",0.1028963416,"2025-05-29"," ",NA
"54","COMPASS: Synoptic","CB","SWH","UP",NA,NA,"SWH_202309_UPCON_LYSB_45CM",NA,NA,NA,NA,NA,0.498484092326887,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",2.84360225669958,"Within_Range","Cl dups cv out of range; Cl dups out of range",0.1821818999,"2025-05-29"," ",NA
"55","COMPASS: Synoptic","CB","SWH","UP",NA,NA,"SWH_202309_UPCON_LYSC_10CM",NA,NA,NA,NA,NA,0.790923268870867,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",1.72462905500705,"Within_Range","Cl dups cv out of range; Cl dups out of range",0.1105025467,"2025-05-29"," ",NA
"56","COMPASS: Synoptic","CB","SWH","UP",NA,NA,"SWH_202309_UPCON_LYSC_20CM",NA,NA,NA,NA,NA,1.63884591391142,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",2.65574330042313,"Within_Range","Cl dups cv out of range; Cl dups out of range",0.1701480027,"2025-05-29"," ",NA
"57","COMPASS: Synoptic","CB","SWH","UP",NA,NA,"SWH_202309_UPCON_LYSC_45CM",NA,NA,NA,NA,NA,0.162916406737367,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",2.45758815232722,"Within_Range","Cl dups cv out of range; Cl dups out of range",0.1574545505,"2025-05-29"," ",NA
"58","COMPASS: Synoptic","CB","SWH","SWAMP",NA,NA,"SWH_202309_UP_LYSA_10CM",NA,NA,NA,NA,NA,3.49116032439176,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",27.3459915373766,"Within_Range","Cl dups cv out of range; Cl dups out of range",1.7517596278,"2025-05-29"," ",NA
"59","COMPASS: Synoptic","CB","SWH","SWAMP",NA,NA,"SWH_202309_UP_LYSA_20CM",NA,NA,NA,NA,NA,2.01769494697442,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",20.7691001410437,"Within_Range","Cl dups cv out of range; Cl dups out of range",1.3304561322,"2025-05-29"," ",NA
"60","COMPASS: Synoptic","CB","SWH","SWAMP",NA,NA,"SWH_202309_UP_LYSA_45CM",NA,NA,NA,NA,NA,0.217897691827823,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",6.42051622002821,"Within_Range","Cl dups cv out of range; Cl dups out of range",0.4113123911,"2025-05-29"," ",NA
"61","COMPASS: Synoptic","CB","SWH","SWAMP",NA,NA,"SWH_202309_UP_LYSB_10CM",NA,NA,NA,NA,NA,1.46854335620711,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",14.1802990126939,"Within_Range","Cl dups cv out of range; Cl dups out of range",0.9083897212,"2025-05-29"," ",NA
"62","COMPASS: Synoptic","CB","SWH","SWAMP",NA,NA,"SWH_202309_UP_LYSB_20CM",NA,NA,NA,NA,NA,4.41576107298815,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",13.7631706629055,"Within_Range","Cl dups cv out of range; Cl dups out of range",0.8816692508,"2025-05-29"," ",NA
"63","COMPASS: Synoptic","CB","SWH","SWAMP",NA,NA,"SWH_202309_UP_LYSB_45CM",NA,NA,NA,NA,NA,0.123063006862133,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",2.74754583921015,"Within_Range","Cl dups cv out of range; Cl dups out of range",0.1760287035,"2025-05-29"," ",NA
"64","COMPASS: Synoptic","CB","SWH","SWAMP",NA,NA,"SWH_202309_UP_LYSC_10CM",NA,NA,NA,NA,NA,4.16455084217093,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",26.1542313117066,"Within_Range","Cl dups cv out of range; Cl dups out of range",1.6754176725,"2025-05-29"," ",NA
"65","COMPASS: Synoptic","CB","SWH","SWAMP",NA,NA,"SWH_202309_UP_LYSC_20CM",NA,NA,NA,NA,NA,2.91795383655646,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",22.7797715091678,"Within_Range","Cl dups cv out of range; Cl dups out of range",1.4592560203,"2025-05-29"," ",NA
"66","COMPASS: Synoptic","CB","SWH","SWAMP",NA,NA,"SWH_202309_UP_LYSC_45CM",NA,NA,NA,NA,NA,4.55828758577667,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",39.1888885754584,"Within_Range","Cl dups cv out of range; Cl dups out of range",2.5103937027,"2025-05-29"," ",NA
"67","COMPASS: Synoptic","CB","SWH","TR",NA,NA,"SWH_202309_TR_LYSA_10CM",NA,NA,NA,NA,NA,3.3077354959451,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",75.8962566995769,"Within_Range","Cl dups cv out of range; Cl dups out of range",4.8617997961,"2025-05-29"," ",NA
"68","COMPASS: Synoptic","CB","SWH","TR",NA,NA,"SWH_202309_TR_LYSA_20CM",NA,NA,NA,NA,NA,2.1138521522146,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",66.6020677009873,"Within_Range","Cl dups cv out of range; Cl dups out of range",4.2664312431,"2025-05-29"," ",NA
"69","COMPASS: Synoptic","CB","SWH","TR",NA,NA,"SWH_202309_TR_LYSA_45CM",NA,NA,NA,NA,NA,0.811522145976294,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",50.3842425952045,"Within_Range","Cl dups cv out of range; Cl dups out of range",3.2275473698,"2025-05-29"," ",NA
"70","COMPASS: Synoptic","CB","SWH","TR",NA,NA,"SWH_202309_TR_LYSB_10CM",NA,NA,NA,NA,NA,6.17667810355583,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",65.6188519040903,"Within_Range","Cl dups cv out of range; Cl dups out of range",4.2034482581,"2025-05-29"," ",NA
"71","COMPASS: Synoptic","CB","SWH","TR",NA,NA,"SWH_202309_TR_LYSB_20CM",NA,NA,NA,NA,NA,3.8304398003743,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",64.0164400564175,"Within_Range","Cl dups cv out of range; Cl dups out of range",4.1008007196,"2025-05-29"," ",NA
"72","COMPASS: Synoptic","CB","SWH","TR",NA,NA,"SWH_202309_TR_LYSB_45CM",NA,NA,NA,NA,NA,0.0335464753587024,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",46.0283469675599,"Within_Range","Cl dups cv out of range; Cl dups out of range",2.9485167543,"2025-05-29"," ",NA
"73","COMPASS: Synoptic","CB","SWH","TR",NA,NA,"SWH_202309_TR_LYSC_10CM",NA,NA,NA,NA,NA,7.58199937616968,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",67.3738392101551,"Within_Range","Cl dups cv out of range; Cl dups out of range",4.3158694982,"2025-05-29"," ",NA
"74","COMPASS: Synoptic","CB","SWH","TR",NA,NA,"SWH_202309_TR_LYSC_20CM",NA,NA,NA,NA,NA,4.62885527136619,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",63.4911622002821,"Within_Range","Cl dups cv out of range; Cl dups out of range",4.0671523919,"2025-05-29"," ",NA
"75","COMPASS: Synoptic","CB","SWH","TR",NA,NA,"SWH_202309_TR_LYSC_45CM",NA,NA,NA,NA,NA,1.53751091703057,"Within_Range","SO4 dups cv out of range; SO4 dups out of range; SO4 spikes out of range",52.8026008462623,"Within_Range","Cl dups cv out of range; Cl dups out of range",3.3824629254,"2025-05-29"," ",NA
