"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"27","COMPASS: Synoptic","CB","MSM","TR","A",10,"MSM_202407_TR_LYSA_10CM",2024,7,18,"","",21.6857797878977,"Within_Range","SO4 checks perc diff out of range",128.684431593794,"Within_Range","",8.2433126217,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"28","COMPASS: Synoptic","CB","MSM","TR","A",20,"MSM_202407_TR_LYSA_20CM",2024,7,18,"","",18.0375951341235,"Within_Range","SO4 checks perc diff out of range",130.976296191819,"Within_Range","",8.3901252279,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"29","COMPASS: Synoptic","CB","MSM","TR","A",45,"MSM_202407_TR_LYSA_45CM",2024,7,18,"","",17.9064597629445,"Within_Range","SO4 checks perc diff out of range",131.023421720733,"Within_Range","",8.3931440021,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"30","COMPASS: Synoptic","CB","MSM","TR","B",10,"MSM_202407_TR_LYSB_10CM",2024,7,18,"","",21.0123518402994,"Within_Range","SO4 checks perc diff out of range",136.240795486601,"Within_Range","",8.7273593134,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"31","COMPASS: Synoptic","CB","MSM","TR","B",20,"MSM_202407_TR_LYSB_20CM",2024,7,18,"","",13.0004335620711,"Within_Range","SO4 checks perc diff out of range",148.530685472496,"Within_Range","",9.5146269296,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"32","COMPASS: Synoptic","CB","MSM","TR","B",45,"MSM_202407_TR_LYSB_45CM",2024,7,18,"","",10.8840517779164,"Within_Range","SO4 checks perc diff out of range",151.087252468265,"Within_Range","",9.6783958817,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"33","COMPASS: Synoptic","CB","MSM","TR","C",10,"MSM_202407_TR_LYSC_10CM",2024,7,18,"","",28.6926044915783,"Within_Range","SO4 checks perc diff out of range",163.757342736248,"Within_Range","",10.4900184246,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"34","COMPASS: Synoptic","CB","MSM","TR","C",20,"MSM_202407_TR_LYSC_20CM",2024,7,18,"","",16.3504460386775,"Within_Range","SO4 checks perc diff out of range",152.423196050776,"Within_Range","",9.7639739561,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"35","COMPASS: Synoptic","CB","MSM","TR","C",45,"MSM_202407_TR_LYSC_45CM",2024,7,18,"","",17.7514660012477,"Within_Range","SO4 checks perc diff out of range",149.863909732017,"Within_Range","",9.6000308092,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"36","COMPASS: Synoptic","CB","MSM","WC","A",10,"MSM_202407_WC_LYSA_10CM",2024,7,18,"","",23.9119900187149,"Within_Range","SO4 checks perc diff out of range",173.916076163611,"Within_Range","",11.1407680943,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"37","COMPASS: Synoptic","CB","MSM","WC","A",20,"MSM_202407_WC_LYSA_20CM",2024,7,18,"","",22.2442264504055,"Within_Range","SO4 checks perc diff out of range",194.213497884344,"Within_Range","",12.4409833795,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"38","COMPASS: Synoptic","CB","MSM","WC","A",45,"MSM_202407_WC_LYSA_45CM",2024,7,18,"","",2.35093574547723,"Within_Range","SO4 checks perc diff out of range",251.200685472496,"Within_Range","",16.0914771901,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"39","COMPASS: Synoptic","CB","MSM","WC","B",10,"MSM_202407_WC_LYSB_10CM",2024,7,18,"","",24.0939550842171,"Within_Range","SO4 checks perc diff out of range",195.566183356841,"Within_Range","",12.5276339084,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"40","COMPASS: Synoptic","CB","MSM","WC","B",20,"MSM_202407_WC_LYSB_20CM",2024,7,18,"","",22.4539270118528,"Within_Range","SO4 checks perc diff out of range",193.952033850494,"Within_Range","",12.4242344772,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"41","COMPASS: Synoptic","CB","MSM","WC","C",10,"MSM_202407_WC_LYSC_10CM",2024,7,18,"","",21.5634653774173,"Within_Range","SO4 checks perc diff out of range",187.641737658674,"Within_Range","",12.0200085772,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"42","COMPASS: Synoptic","CB","MSM","WC","C",20,"MSM_202407_WC_LYSC_20CM",2024,7,18,"","",14.5686837180287,"Within_Range","SO4 checks perc diff out of range",181.774781382228,"Within_Range","",11.644182212,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"43","COMPASS: Synoptic","CB","MSM","WC","C",45,"MSM_202407_WC_LYSC_45CM",2024,7,18,"","",2.88343730505303,"Within_Range","SO4 checks perc diff out of range",214.720087447109,"Within_Range","",13.7545975697,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"44","COMPASS: Synoptic","CB","MSM","SW","A",0,"MSM_202407_SW_A",2024,7,18,"","",25.8863849033063,"Within_Range","SO4 checks perc diff out of range",174.49232157969,"Within_Range","",11.1776813096,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"45","COMPASS: Synoptic","CB","MSM","SW","B",0,"MSM_202407_SW_B",2024,7,18,"","",25.5208983156581,"Within_Range","SO4 checks perc diff out of range",172.229912552891,"Within_Range","",11.0327555728,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"46","COMPASS: Synoptic","CB","MSM","SW","C",0,"MSM_202407_SW_C",2024,7,18,"","",25.5714597629445,"Within_Range","SO4 checks perc diff out of range",171.959779971791,"Within_Range","",11.0154513794,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"47","COMPASS: Synoptic","CB","SWH","SWAMP","A",10,"SWH_202407_UP_LYSA_10CM",2024,7,23,"","",0.0986743605739239,"Within_Range","SO4 checks perc diff out of range",0.304084626234133,"Within_Range","",0.0195050986,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"48","COMPASS: Synoptic","CB","SWH","SWAMP","A",20,"SWH_202407_UP_LYSA_20CM",2024,7,23,"","",0.387772925764192,"Within_Range","SO4 checks perc diff out of range",0.277314527503526,"Within_Range","",0.0177902556,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"49","COMPASS: Synoptic","CB","SWH","SWAMP","A",45,"SWH_202407_UP_LYSA_45CM",2024,7,23,"","",0.060495945102932,"Within_Range","SO4 checks perc diff out of range",0.322203102961918,"Within_Range","",0.0206657347,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"50","COMPASS: Synoptic","CB","SWH","SWAMP","B",10,"SWH_202407_UP_LYSB_10CM",2024,7,23,"","",0.171877729257642,"Within_Range","SO4 checks perc diff out of range",0.170448519040903,"Within_Range","",0.0109446168,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"51","COMPASS: Synoptic","CB","SWH","SWAMP","B",20,"SWH_202407_UP_LYSB_20CM",2024,7,23,"","",0.480436681222707,"Within_Range","SO4 checks perc diff out of range",0.156533145275035,"Within_Range","",0.0100532237,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"52","COMPASS: Synoptic","CB","SWH","SWAMP","B",45,"SWH_202407_UP_LYSB_45CM",2024,7,23,"","",0.0549968808484092,"Within_Range","SO4 checks perc diff out of range",0.294645980253879,"Within_Range","",0.0189004764,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"53","COMPASS: Synoptic","CB","SWH","SWAMP","C",10,"SWH_202407_UP_LYSC_10CM",2024,7,23,"","",0.454338739862757,"Within_Range","SO4 checks perc diff out of range",0.247475317348378,"Within_Range","",0.015878811,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"54","COMPASS: Synoptic","CB","SWH","SWAMP","C",20,"SWH_202407_UP_LYSC_20CM",2024,7,23,"","",0.363328134747349,"Within_Range","SO4 checks perc diff out of range",0.184456981664316,"Within_Range","",0.011841973,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"55","COMPASS: Synoptic","CB","SWH","SWAMP","A",10,"SWH_202407_SWAMP_LYSA_10CM",2024,7,23,"","",0.0445071740486588,"Within_Range","SO4 checks perc diff out of range",0.213007052186178,"Within_Range","",0.0136708377,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"56","COMPASS: Synoptic","CB","SWH","SWAMP","A",20,"SWH_202407_SWAMP_LYSA_20CM",2024,7,23,"","",0.117411104179663,"Within_Range","SO4 checks perc diff out of range",0.296375176304654,"Within_Range","",0.0190112455,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"57","COMPASS: Synoptic","CB","SWH","SWAMP","A",45,"SWH_202407_SWAMP_LYSA_45CM",2024,7,23,"","",0.0402432938240798,"Within_Range","SO4 checks perc diff out of range",0.299988716502116,"Within_Range","",0.0192427222,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
"58","COMPASS: Synoptic","CB","SWH","SWAMP","B",10,"SWH_202407_SWAMP_LYSB_10CM",2024,7,23,"","",0.0315751715533375,"Within_Range","SO4 checks perc diff out of range",0.313066290550071,"Within_Range","",0.0200804474,"2024-08-08","<80% of Sulfate Check Standards are within range of expected concentration - REASSESS; 
  Check standards 1 and 2 are lower than the expected concentrations. 
  Some SWH samples had no SO4 (bdl). 
  Some sample IDs are missing from metadata: MSM_202407_UP_A_20CM
  ",""
