Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
21	10_GCW_202405_TR_LysC_20cm	Unknown	5.297	29.7571	8.78	1.2222	6.81
22	10_GCW_202405_TR_LysC_20cm_dup	Unknown	5.307	30.0033	8.77	1.2323	6.9
23	11_GCW_202405_TR_LysC_45cm	Unknown	5.307	7.9696	2.03	0.3273	1.88
24	11_GCW_202405_TR_LysC_45cm_spk	Spiked	5.27	8.4598	1.85	0.3475	1.93
25	Standard 1	Check Standard	5.31	5.0309	92.94	10.3319	53.89
26	Lab Blank	Unknown	5.317	0.0124	26.19	0.0254	0.04
27	12_GCW_202405_WC_LysA_10cm	Unknown	5.303	4350.6025	87.25	89.3469	456.63
28	13_GCW_202405_WC_LysA_20cm	Unknown	5.307	3484.6296	86.19	71.5627	368.08
29	14_GCW_202405_WC_LysA_45cm	Unknown	5.313	6113.7547	91.51	125.5561	641.66
30	15_GCW_202405_WC_LysB_10cm	Unknown	5.313	2913.4925	84.33	59.8334	309.17
31	16_GCW_202405_WC_LysB_20cm	Unknown	5.313	3886.0047	86.41	79.8056	410.7
32	17_GCW_202405_WC_LysB_45cm	Unknown	5.323	5801.1484	90.18	119.1362	609.42
33	18_GCW_202405_WC_LysC_10cm	Unknown	5.327	2021.4255	79.7	41.5133	215.26
34	19_GCW_202405_WC_LysC_20cm	Unknown	5.337	2213.8176	78.94	45.4644	234.46
35	20_GCW_202405_WC_LysC_45cm	Unknown	5.327	5475.5825	87.15	112.4502	574.1
36	20_GCW_202405_WC_LysC_45cm_dup	Unknown	5.327	5675.5792	87.22	116.5575	596.23
37	21_GCW_202405_SW_A	Unknown	5.333	2391.5744	77.4	49.115	254.16
38	21_GCW_202405_SW_A_spk	Spiked	5.337	2331.8673	74.06	47.8888	247.84
39	Standard 2	Check Standard	5.333	10.2648	92.87	21.0805	110.7
40	Lab Blank	Unknown	5.343	0.0072	24.55	0.0148	0.05
41	22_GCW_202405_SW_B	Unknown	5.327	2407.6047	77.7	49.4442	256.35
42	23_GCW_202405_SW_C	Unknown	5.36	2415.9292	78.09	49.6151	255.62
43	24_SWH_202405_UP_LysA_10cm	Unknown	5.377	4.1514	1.06	0.1705	1.03
44	25_SWH_202405_UP_LysA_20cm	Unknown	5.37	3.4282	0.89	0.1408	0.86
45	26_SWH_202405_UP_LysA_45cm	Unknown	5.373	3.9297	1.06	0.1614	0.98
46	27_SWH_202405_UP_LysB_10cm	Unknown	5.343	2.4184	0.7	0.0993	0.59
47	28_SWH_202405_UP_LysB_20cm	Unknown	5.383	4.0176	0.97	0.165	1.01
48	29_SWH_202405_UP_LysB_45cm	Unknown	5.38	6.0838	1.49	0.2499	1.49
49	30_SWH_202405_UP_LysC_10cm	Unknown	5.393	5.7864	1.5	0.2377	1.4
50	30_SWH_202405_UP_LysC_10cm_dup	Unknown	5.387	5.8849	1.51	0.2417	1.45
51	31_SWH_202405_UP_LysC_20cm	Unknown	5.393	5.8169	1.44	0.2389	1.43
52	31_SWH_202405_UP_LysC_20cm_spk	Spiked	5.4	6.4158	1.39	0.2635	1.57
53	Standard 3	Check Standard	5.383	20.5413	92.92	42.1849	216.04
54	Lab Blank	Unknown	5.413	0.0072	22.8	0.0147	0.05
55	32_SWH_202405_UP_LysC_45cm	Unknown	5.403	5.1171	1.29	0.2102	1.25
56	33_SWH_202405_SWAMP_LysA_10cm	Unknown	5.34	3.1096	0.97	0.1277	0.74
57	34_SWH_202405_SWAMP_LysA_20cm	Unknown	5.357	3.6983	0.92	0.1519	0.92
58	35_SWH_202405_SWAMP_LysA_45cm	Unknown	5.353	15.8045	4.89	0.6491	3.67
59	36_SWH_202405_SWAMP_LysB_10cm	Unknown	5.39	14.9544	3.68	0.6142	3.51
60	37_SWH_202405_SWAMP_LysB_20cm	Unknown	5.413	13.097	3.2	0.5379	3.06
61	38_SWH_202405_SWAMP_LysB_45cm	Unknown	5.407	40.203	11.54	1.6513	9.25
62	39_SWH_202405_SWAMP_LysC_10cm	Unknown	5.4	9.6198	2.47	0.3951	2.26
63	40_SWH_202405_SWAMP_LysC_20cm	Unknown	5.37	8.9069	2.32	0.3658	2.01
64	40_SWH_202405_SWAMP_LysC_20cm_dup	Unknown	5.39	8.7252	2.3	0.3584	2.08
65	41_SWH_202405_SWAMP_LysC_45cm	Unknown	5.403	7.634	1.95	0.3136	1.83
66	41_SWH_202405_SWAMP_LysC_45cm_spk	Spiked	5.4	8.4725	1.87	0.348	2.04
67	Standard 4	Check Standard	5.383	101.6266	92.94	208.7072	1063.29
68	Lab Blank	Unknown	5.41	0.0349	50.57	0.0716	0.27
69	42_SWH_202405_TR_LysA_10cm	Unknown	5.4	104.2797	25.29	4.2831	23.75
70	43_SWH_202405_TR_LysA_20cm	Unknown	5.393	121.683	28.04	4.9979	27.89
71	44_SWH_202405_TR_LysA_45cm	Unknown	5.38	427.7771	58.3	17.5702	94.63
72	45_SWH_202405_TR_LysB_10cm	Unknown	5.387	47.8059	12.92	1.9635	11.06
73	46_SWH_202405_TR_LysB_20cm	Unknown	5.397	124.6164	28.61	5.1184	28.67
74	47_SWH_202405_TR_LysB_45cm	Unknown	5.41	401.5456	56.96	16.4928	90.78
75	48_SWH_202405_TR_LysC_10cm	Unknown	5.413	57.8967	14.79	2.378	13.35
76	49_SWH_202405_TR_LysC_20cm	Unknown	5.4	129.3815	28.99	5.3141	29.42
77	50_SWH_202405_TR_LysC_45cm	Unknown	5.407	159.9236	34.3	6.5686	36.07
78	50_SWH_202405_TR_LysC_45cm_dup	Unknown	5.42	160.9327	34.45	6.61	36.84
79	51_SWH_202405_WC_LysA_10cm	Unknown	5.433	194.2634	37.14	7.979	43.84
80	51_SWH_202405_WC_LysA_10cm_spk	Spiked	5.443	187.4706	32.38	7.7	42.28
81	Standard 5	Check Standard	5.427	203.1216	92.95	417.144	2128.87
82	Lab Blank	Unknown	5.447	0.0515	56.45	0.1058	0.44
83	52_SWH_202405_WC_LysA_20cm	Unknown	5.433	224.5986	40.9	9.225	51.28
84	53_SWH_202405_WC_LysA_45cm	Unknown	5.427	656.9192	66.41	26.9819	142.99
85	54_SWH_202405_WC_LysB_10cm	Unknown	5.427	101.0351	24.74	4.1498	23.11
86	55_SWH_202405_WC_LysB_20cm	Unknown	5.43	158.1933	32.68	6.4975	36.04
87	56_SWH_202405_WC_LysB_45cm	Unknown	5.433	862.3858	74.87	35.4211	186.57
88	57_SWH_202405_WC_LysC_20cm	Unknown	5.44	191.3889	37.45	7.861	43.39
89	58_SWH_202405_WC_LysC_45cm	Unknown	5.43	786.4554	71.86	32.3023	173.42
90	59_SWH_202405_SW_A	Unknown	5.423	115.2606	25.12	4.7341	26.4
91	60_SWH_202405_SW_B	Unknown	5.427	115.071	25.12	4.7264	26.82
92	60_SWH_202405_SW_B_dup	Unknown	5.423	115.0966	25.09	4.7274	26.76
93	61_SWH_202405_SW_C	Unknown	5.423	117.3691	25.87	4.8207	26.92
94	61_SWH_202405_SW_C_spk	Spiked	5.42	113.4515	22.21	4.6598	25.85
95	Standard 1	Check Standard	5.41	5.1337	92.81	10.5429	55.66
96	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
97	62_GWI_202405_UP_LysA_10cm	Unknown	5.403	2549.4387	77.35	52.357	271.22
98	63_GWI_202405_UP_LysA_20cm	Unknown	5.397	4431.9628	83.6	91.0177	462.41
99	64_GWI_202405_UP_LysA_45cm	Unknown	5.39	3093.7548	80.16	63.5354	333.23
100	65_GWI_202405_UP_LysB_10cm	Unknown	5.4	769.4994	61.47	15.803	85.04
101	66_GWI_202405_UP_LysB_20cm	Unknown	5.393	1694.5414	73.11	34.8002	185.77
102	67_GWI_202405_UP_LysB_45cm	Unknown	5.387	2751.0888	80.1	56.4982	293.16
103	68_GWI_202405_UP_LysC_20cm	Unknown	5.39	2292.2254	79.23	47.0747	247.03
104	69_GWI_202405_UP_LysC_45cm	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
105	70_GWI_202405_TR_LysA_10cm	Unknown	5.373	8133.4421	88.12	167.0338	856.4
106	70_GWI_202405_TR_LysA_10cm_dup	Unknown	5.387	8291.2889	88.12	170.2754	870.13
107	71_GWI_202405_TR_LysA_20cm	Unknown	5.377	9203.0557	90.19	189.0001	975.03
108	71_GWI_202405_TR_LysA_20cm_spk	Spiked	5.373	8916.38	88.96	183.1127	946.96
109	Standard 2	Check Standard	5.38	10.3806	92.81	21.3184	112.71
110	Lab Blank	Unknown	5.393	0.0143	34.06	0.0293	0.12
111	72_GWI_202405_TR_LysA_45cm	Unknown	5.373	9148.0754	89.11	187.871	967.45
112	73_GWI_202405_TR_LysB_10cm	Unknown	5.377	7134.5899	86.38	146.5207	750.85
113	74_GWI_202405_TR_LysB_20cm	Unknown	5.37	7320.4972	89.04	150.3386	781.42
114	75_GWI_202405_TR_LysB_45cm	Unknown	5.377	8708.4327	87.61	178.8422	925.84
115	76_GWI_202405_TR_LysC_10cm	Unknown	5.377	6798.35	85.55	139.6154	723.7
116	77_GWI_202405_TR_LysC_20cm	Unknown	5.377	7985.6117	87.14	163.9978	846.57
117	78_GWI_202405_TR_LysC_45cm	Unknown	5.37	9404.511	87.58	193.1373	1005.5
118	79_GWI_202405_WC_LysA_10cm	Unknown	5.38	9846.8503	88.06	101.1107	517.65
119	80_GWI_202405_WC_LysA_20cm	Unknown	5.38	11595.7777	87.65	119.0693	613.61
120	80_GWI_202405_WC_LysA_20cm_dup	Unknown	5.387	11667.3098	87.67	119.8038	627.31
121	81_GWI_202405_WC_LysA_45cm	Unknown	5.353	11906.9936	88.4	122.265	605.98
122	81_GWI_202405_WC_LysA_45cm_spk	Spiked	5.39	12146.7896	86.73	124.7273	642.91
123	Standard 3	Check Standard	5.393	20.636	92.84	42.3795	219.6
124	Lab Blank	Unknown	5.41	0.0135	29.49	0.0277	0.11
125	82_GWI_202405_WC_LysB_10cm	Unknown	5.383	10254.6197	88.27	105.2978	542.41
126	83_GWI_202405_WC_LysB_20cm	Unknown	5.387	11698.0417	87.82	120.1194	607.56
127	84_GWI_202405_WC_LysB_45cm	Unknown	5.41	14757.4928	88.65	151.5348	771.68
128	85_GWI_202405_WC_LysC_10cm	Unknown	5.41	10137.9317	87.95	104.0997	532.21
129	86_GWI_202405_WC_LysC_20cm	Unknown	5.413	11704.8807	87.91	120.1896	618.14
130	87_GWI_202405_WC_LysC_45cm	Unknown	5.387	14056.2828	88.52	144.3346	708.1
131	88_GWI_202405_SW_A	Unknown	5.42	9413.062	85.82	96.6565	494.08
132	89_GWI_202405_SW_B	Unknown	5.41	9260.219	85.85	95.087	489.28
133	90_GWI_202405_SW_C	Unknown	5.417	8703.3395	85.73	89.3688	466.03
134	90_GWI_202405_SW_C_dup	Unknown	5.423	9192.543	85.86	94.3921	482.53
135	91_MSM_202405_UP_LysA_10cm	Unknown	5.427	988.5186	72.84	40.6017	213.86
136	91_MSM_202405_UP_LysA_10cm_spk	Spiked	5.413	985.7952	69.19	40.4899	216.1
137	Standard 4	Check Standard	5.4	103.0137	92.46	211.5559	1093.09
138	Lab Blank	Unknown	5.39	0.0308	48.86	0.0632	0.28
139	92_MSM_202405_UP_LysA_20cm	Unknown	5.41	1163.7036	74.74	47.7972	256.68
140	93_MSM_202405_UP_LysA_45cm	Unknown	5.403	1631.7657	78.52	67.0221	351.3
141	94_MSM_202405_UP_LysB_10cm	Unknown	5.4	769.0689	67.4	31.5882	170.91
142	95_MSM_202405_UP_LysB_20cm	Unknown	5.4	986.6726	72.01	40.5259	214.45
143	96_MSM_202405_UP_LysB_45cm	Unknown	5.407	1830.0157	80.41	75.1648	394.81
144	97_MSM_202405_UP_LysC_20cm	Unknown	5.413	2182.3117	83.78	89.6348	462.9
145	98_MSM_202405_UP_LysC_45cm	Unknown	5.41	2003.4391	81.62	82.2879	427.77
146	99_MSM_202405_TR_LysA_10cm	Unknown	5.4	4630.5729	88.95	190.1931	985.51
147	100_MSM_202405_TR_LysA_20cm	Unknown	5.42	4622.5493	85.38	189.8635	998.62
148	100_MSM_202405_TR_LysA_20cm_dup	Unknown	5.417	4568.8923	85.31	187.6596	976.99
149	101_MSM_202405_TR_LysA_45cm	Unknown	5.427	5088.9204	85.95	209.0189	1090.31
150	101_MSM_202405_TR_LysA_45cm_spk	Spiked	5.43	4765.554	84.77	195.7372	1004.84
151	Standard 5	Check Standard	5.417	203.6371	92.95	418.2027	2147.44
152	Lab Blank	Unknown	5.423	0.0486	47.27	0.0999	0.47
153	102_MSM_202405_TR_LysB_10cm	Unknown	5.407	4530.2957	87.09	186.0743	963.56
154	103_MSM_202405_TR_LysB_20cm	Unknown	5.423	5373.5136	88.72	220.7081	1146.72
155	104_MSM_202405_TR_LysB_45cm	Unknown	5.42	6020.309	89.81	247.2741	1259.62
156	105_MSM_202405_TR_LysC_20cm	Unknown	5.427	4631.4244	85.92	190.228	971.95
157	106_MSM_202405_TR_LysC_45cm	Unknown	5.43	5869.0712	87.68	241.0623	1249.57
158	107_MSM_202405_WC_LysA_10cm	Unknown	5.417	5340.6275	85.21	109.6787	568.31
159	108_MSM_202405_WC_LysA_20cm	Unknown	5.423	6070.555	86.55	124.669	645.26
160	109_MSM_202405_WC_LysA_45cm	Unknown	5.433	9413.4515	93.02	193.3209	987.95
161	110_MSM_202405_WC_LysB_10cm	Unknown	5.433	6287.1527	88.64	129.1171	671.62
162	110_MSM_202405_WC_LysB_10cm_dup	Unknown	5.44	6246.193	88.51	128.276	656.82
163	111_MSM_202405_WC_LysB_20cm	Unknown	5.45	6776.8157	88.28	139.1732	718.32
164	111_MSM_202405_WC_LysB_20cm_spk	Spiked	5.453	6821.5691	86.74	140.0923	722.48
165	Standard 1	Check Standard	5.453	5.189	92.6	10.6565	57.02
166	Lab Blank	Unknown	5.413	0.0087	18.05	0.0179	0.05
167	112_MSM_202405_WC_LysB_45cm	Unknown	5.413	9664.0561	94.09	198.4675	972.68
168	113_MSM_202405_WC_LysC_10cm	Unknown	5.417	6003.4967	87.64	123.2918	607.91
169	114_MSM_202405_WC_LysC_20cm	Unknown	5.44	7085.0947	88.19	145.5042	750.16
170	115_MSM_202405_WC_LysC_45cm	Unknown	5.443	8530.5445	93.77	175.1889	895.09
171	116_MSM_202405_SW_A	Unknown	5.44	5110.3382	84	104.9493	542.84
172	117_MSM_202405_SW_B	Unknown	5.44	5163.2275	84.4	106.0355	549.23
173	117_MSM_202405_SW_B_dup	Unknown	5.417	5056.8593	84.24	103.851	507.91
174	118_MSM_202405_SW_C	Unknown	5.45	5022.1811	83.93	103.1389	532.98
175	118_MSM_202405_SW_C_spk	Spiked	5.447	5000.5394	81.96	102.6944	506.94
176	Lab Blank	Unknown	5.497	0.0196	26.01	0.0403	0.15
177	Standard 1	Check Standard	5.487	5.2388	92.93	10.7588	56.84
178	Standard 2	Check Standard	5.473	10.5348	92.96	21.6349	111.96
179	Standard 3	Check Standard	5.463	20.8208	92.99	42.759	223.47
180	Standard 4	Check Standard	5.443	102.7388	92.96	210.9912	1085
181	Standard 5	Check Standard	5.447	204.1686	92.97	419.2943	2145.55
182	Lab Blank	Unknown	5.48	0.049	56.47	0.1005	0.45
Maximum			5.497	14757.4928	94.09	419.2943	2147.44
Average			5.389	2794.343	58.35	71.2798	366.41
Minimum			5.27	0.0008	0.11	0.0017	0.01
Standard Deviation			0.045	3752.4018	35.49	87.6241	447.93
Relative Standard Deviation			0.84%	134.29%	60.83%	122.93%	122.25%
