Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
21	10_GCW_202309_WC_LysA_10cm	Unknown	4.763	577.0948	5.59	6.8084	41.77
22	10_GCW_202309_WC_LysA_10cm_dup	Unknown	4.76	579.5865	5.57	6.8378	41.9
23	11_GCW_202309_WC_LysA_20cm	Unknown	4.793	295.7638	3.11	3.4893	22.11
24	11_GCW_202309_WC_LysA_20cm_spk	Spiked	4.793	477.0736	5.02	5.6284	33.94
25	Standard 1	Check Standard	4.793	0.4763	6.65	0.5619	3.76
26	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
27	12_GCW_202309_WC_LysA_45cm	Unknown	4.79	222.5444	2.76	2.6255	16.85
28	13_GCW_202309_WC_LysB_10cm	Unknown	4.807	285.2079	2.89	3.3648	20.88
29	14_GCW_202309_WC_LysB_20cm	Unknown	4.797	130.938	1.44	1.5448	10.08
30	15_GCW_202309_WC_LysB_45cm	Unknown	4.81	210.2004	2.68	2.4799	15.55
31	16_GCW_202309_WC_LysC_10cm	Unknown	4.773	646.5268	5.74	7.6275	46.16
32	17_GCW_202309_WC_LysC_20cm	Unknown	4.79	663.0307	6.59	7.8222	46
33	18_GCW_202309_WC_LysC_45cm	Unknown	4.78	476.0879	5.66	5.6167	34.68
34	19_GCW_202309_SW_A	Unknown	4.76	801.1827	8.32	9.4521	56.21
35	20_GCW_202309_SW_B	Unknown	4.77	787.1982	8.26	9.2871	55.35
36	20_GCW_202309_SW_B_dup	Unknown	4.77	748.8483	8.25	8.8347	52.84
37	21_GCW_202309_SW_C	Unknown	4.773	788.8269	8.3	9.3063	55.29
38	21_GCW_202309_SW_C_spk	Spiked	4.77	931.6928	10.09	10.9918	64.28
39	Standard 2	Check Standard	4.807	0.987	6.86	1.1644	7.64
40	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
41	22_MSM_202309_UP_LysA_45cm	Unknown	4.813	134.3511	4.25	3.1701	20.02
42	23_MSM_202309_UP_LysB_10cm	Unknown	4.84	61.9703	5.2	1.4622	9.31
43	24_MSM_202309_UP_LysB_45cm	Unknown	4.817	161.9905	6.09	3.8222	23.91
44	25_MSM_202309_UP_LysC_10cm	Unknown	4.843	101.8858	7.09	2.404	14.99
45	26_MSM_202309_UP_LysC_20cm	Unknown	4.817	126.0405	6.94	2.974	18.82
46	27_MSM_202309_UP_LysC_45cm	Unknown	4.82	133.2196	4.63	3.1434	19.82
47	28_MSM_202309_TR_LysA_10cm	Unknown	4.78	789.577	6.93	18.6303	102.92
48	29_MSM_202309_TR_LysA_20cm	Unknown	4.8	585.3329	8.03	13.8111	78.37
49	30_MSM_202309_TR_LysA_45cm	Unknown	4.797	489.6831	7.95	11.5542	66.68
50	30_MSM_202309_TR_LysA_45cm_dup	Unknown	4.81	244.97	7.8	5.7801	34.98
51	31_MSM_202309_TR_LysB_10cm	Unknown	4.81	656.6573	6.48	15.494	84.83
52	31_MSM_202309_TR_LysB_10cm_spk	Spiked	4.797	431.8189	8.08	10.1889	59.3
53	Standard 3	Check Standard	4.86	1.9811	6.99	2.3372	14.52
54	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
55	32_MSM_202309_TR_LysB_20cm	Unknown	4.807	346.6222	3.93	8.1787	48.46
56	33_MSM_202309_TR_LysB_45cm	Unknown	4.823	288.0191	4.24	6.7959	40.08
57	34_MSM_202309_TR_LysC_10cm	Unknown	4.77	765.7073	6.42	18.0671	99.6
58	35_MSM_202309_TR_LysC_20cm	Unknown	4.817	442.7454	5.04	10.4467	59.32
59	36_MSM_202309_TR_LysC_45cm	Unknown	4.79	543.76	7.23	12.8302	72.85
60	37_MSM_202309_WC_LysA_10cm	Unknown	4.77	1070.1708	7.94	12.6255	72.13
61	38_MSM_202309_WC_LysA_20cm	Unknown	4.787	996.1068	7.28	11.7517	67.22
62	39_MSM_202309_WC_LysA_45cm	Unknown	4.84	31.1215	0.27	0.3672	2.4
63	40_MSM_202309_WC_LysB_10cm	Unknown	4.777	666.6384	4.88	7.8648	46.82
64	40_MSM_202309_WC_LysB_10cm_dup	Unknown	4.8	616.8639	4.89	7.2776	42.61
65	41_MSM_202309_WC_LysB_20cm	Unknown	4.827	708.8422	5.27	8.3627	49.09
66	41_MSM_202309_WC_LysB_20cm_spk	Spiked	4.87	897.13	6.7	10.584	60.5
67	Standard 4	Check Standard	4.877	10.2641	7.04	12.1093	67.17
68	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
69	42_MSM_202309_WC_LysB_45cm	Unknown	4.937	137.097	1.15	1.6174	10.03
70	43_MSM_202309_WC_LysC_10cm	Unknown	4.88	695.72	5.09	8.2079	48
71	44_MSM_202309_WC_LysC_20cm	Unknown	4.887	443.7706	3.66	5.2355	31.02
72	45_MSM_202309_WC_LysC_45cm	Unknown	4.907	50.61	0.51	0.5971	3.89
73	46_MSM_202309_SW_A	Unknown	4.887	1168.0135	8.85	13.7798	76.48
74	47_MSM_202309_SW_B	Unknown	4.893	1167.7611	8.83	13.7769	76.49
75	48_MSM_202309_SW_C	Unknown	4.897	1172.4714	8.85	13.8324	76.75
76	49_SWH_202309_UPCON_LysA_10cm	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
77	50_SWH_202309_UPCON_LysA_20cm	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
78	50_SWH_202309_UPCON_LysA_20cm_dup	Unknown	4.973	22.1687	6.2	0.5231	3.29
79	51_SWH_202309_UPCON_LysA_45cm	Unknown	4.937	29.5197	4.44	0.6965	4.42
80	51_SWH_202309_UPCON_LysA_45cm_spk	Spiked	4.93	134.6737	17.87	3.1777	18.2
81	Standard 5	Check Standard	4.867	20.2791	6.92	23.9246	126.01
82	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
83	52_SWH_202309_UPCON_LysB_10cm	Unknown	4.937	22.7147	3.84	0.536	3.42
84	53_SWH_202309_UPCON_LysB_20cm	Unknown	4.96	49.5549	8.5	1.1693	6.45
85	54_SWH_202309_UPCON_LysB_45cm	Unknown	4.927	15.9814	2.58	0.3771	1.69
86	55_SWH_202309_UPCON_LysC_10cm	Unknown	4.94	25.357	4.3	0.5983	2.98
87	56_SWH_202309_UPCON_LysC_20cm	Unknown	4.923	52.5414	8.09	1.2397	6.86
88	57_SWH_202309_UPCON_LysC_45cm	Unknown	4.927	5.2231	0.9	0.1232	0.32
89	58_SWH_202309_UP_LysA_10cm	Unknown	4.937	111.9266	6.33	2.6409	16.25
90	59_SWH_202309_UP_LysA_20cm	Unknown	4.973	64.6873	4.57	1.5263	9.51
91	60_SWH_202309_UP_LysA_45cm	Unknown	4.95	6.9858	0.88	0.1648	0.43
92	60_SWH_202309_UP_LysA_45cm_dup	Unknown	4.953	5.3343	0.7	0.1259	0.33
93	61_SWH_202309_UP_LysB_10cm	Unknown	4.973	47.0815	4.08	1.1109	6.99
94	61_SWH_202309_UP_LysB_10cm_spk	Spiked	4.957	5.4386	0.8	0.1283	0.3
95	Standard 1	Check Standard	4.933	0.4817	6.61	0.5683	3.68
96	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
97	62_SWH_202309_UP_LysB_20cm	Unknown	4.913	141.5693	11.62	3.3404	20.47
98	63_SWH_202309_UP_LysB_45cm	Unknown	4.983	3.9454	0.66	0.0931	0.23
99	64_SWH_202309_UP_LysC_10cm	Unknown	4.94	133.5155	7.13	3.1503	19.33
100	65_SWH_202309_UP_LysC_20cm	Unknown	4.923	93.5496	6.12	2.2073	13.58
101	66_SWH_202309_UP_LysC_45cm	Unknown	4.94	146.1387	6.05	3.4482	21.09
102	67_SWH_202309_TR_LysA_10cm	Unknown	4.94	106.046	2.59	2.5022	15.51
103	68_SWH_202309_TR_LysA_20cm	Unknown	4.993	67.7701	1.88	1.5991	9.91
104	69_SWH_202309_TR_LysA_45cm	Unknown	4.997	26.0174	0.92	0.6139	3.91
105	70_SWH_202309_TR_LysB_10cm	Unknown	5.023	198.0243	5.33	4.6724	27.43
106	70_SWH_202309_TR_LysB_10cm_dup	Unknown	5.027	193.0447	5.33	4.555	27.08
107	71_SWH_202309_TR_LysB_20cm	Unknown	5.03	122.8039	3.44	2.8976	17.58
108	71_SWH_202309_TR_LysB_20cm_spk	Spiked	5.057	214.118	5.93	5.0522	29.45
109	Standard 2	Check Standard	5.047	1.0366	6.85	1.2229	7.62
110	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
111	72_SWH_202309_TR_LysB_45cm	Unknown	4.977	1.0755	0.04	0.0254	0.17
112	73_SWH_202309_TR_LysC_10cm	Unknown	5.003	243.0789	6.32	5.7355	33.76
113	74_SWH_202309_TR_LysC_20cm	Unknown	5.07	148.4011	4.19	3.5016	20.75
114	75_SWH_202309_TR_LysC_45cm	Unknown	5.05	49.2926	1.66	1.1631	7.25
115	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
116	Standard 1	Check Standard	5.023	0.4911	6.6	0.5794	3.7
117	Standard 2	Check Standard	5.033	1.0215	6.83	1.2051	7.47
118	Standard 3	Check Standard	4.993	2.0282	6.94	2.3928	14.73
119	Standard 4	Check Standard	4.963	10.4837	7.03	12.3683	69.28
120	Standard 5	Check Standard	4.93	20.6265	6.91	24.3344	127.2
121	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
Maximum			5.07	1172.4714	17.87	24.3344	127.2
Average			4.868	267.0515	5.35	5.1264	29.63
Minimum			4.72	0.4632	0.04	0.0254	0.17
Standard Deviation			0.092	327.1542	2.8	5.3965	29.73
Relative Standard Deviation			1.88%	122.51%	52.37%	105.27%	100.34%
