Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height	Type
No.	Selected Peak:		min	µg/mL	%	µS*min	µS	
			CD	CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
29	12_202607_MSM_TR_LysA_45cm	Unknown	3.157	5800.9887	87.36	137.943	1306.18	 MB
30	13_202607_MSM_TR_LysB_10cm	Unknown	3.157	7231.3537	87.33	171.9559	1629.43	BMB
31	14_202607_MSM_TR_LysB_20cm	Unknown	3.163	5244.4809	88.55	124.7096	1179.28	 MB
32	15_202607_MSM_TR_LysB_45cm	Unknown	3.163	5668.7972	88.84	134.7995	1275.36	 MB
33	16_202607_MSM_TR_LysC_10cm	Unknown	3.153	6938.9794	87.36	165.0035	1561.98	BMB
34	17_202607_MSM_TR_LysC_20cm	Unknown	3.16	8300.9315	88.18	197.3896	1857.82	BMB
35	18_202607_MSM_TR_LysC_45cm	Unknown	3.163	6310.3586	88.13	150.0554	1421.18	 MB
36	19_202607_MSM_WC_LysA_10cm	Unknown	3.153	10116.1849	88.02	120.2775	1131.29	BMB
37	20_202607_MSM_WC_LysA_20cm	Unknown	3.153	9349.8324	88.08	111.1658	1045.59	BMB
38	20_202607_MSM_WC_LysA_20cm_dup	Unknown	3.163	9351.1823	88.08	111.1819	1044.43	BMB
39	21_202607_MSM_WC_LysA_45cm	Unknown	3.163	8429.957	94.55	100.2289	941.12	BMB
40	21_202607_MSM_WC_LysA_45cm_spk	Spiked	3.157	8538.0123	93.17	101.5136	954.28	BMB
41	Standard 2	Check Standard	3.17	10.273	93.27	12.2142	119.55	BMB
42	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
43	22_202607_MSM_WC_LysB_10cm	Unknown	3.163	9878.1692	88.53	117.4476	1102.87	BMB
44	23_202607_MSM_WC_LysB_20cm	Unknown	3.157	9190.7176	88.38	109.274	1026.12	BMB
45	24_202607_MSM_WC_LysC_10cm	Unknown	3.153	9700.882	88.85	115.3397	1081.25	BMB
46	25_202607_MSM_WC_LysC_20cm	Unknown	3.157	8950.5061	88.85	106.418	998.22	BMB
47	26_202607_MSM_SW_A	Unknown	3.157	8472.1137	86.91	100.7301	944.9	BMB
48	27_202607_MSM_SW_B	Unknown	3.157	8474.0968	86.84	100.7537	944.49	BMB
49	28_202607_MSM_SW_C	Unknown	3.16	8495.6296	86.86	101.0097	946.68	BMB
50	29_202607_GWI_UP_LysA_10cm	Unknown	3.163	6157.3415	85.82	73.2084	688.81	 MB
51	30_202607_GWI_UP_LysA_20cm	Unknown	3.163	4936.4	84.72	58.6919	554.88	 MB
52	30_202607_GWI_UP_LysA_20cm_dup	Unknown	3.167	4951.1723	84.77	58.8675	555.42	 MB
53	31_202607_GWI_UP_LysA_45cm	Unknown	3.163	5853.0263	85.65	69.5902	654.47	 MB
54	31_202607_GWI_UP_LysA_45cm_spk	Spiked	3.163	5862.1803	84.04	69.699	656.41	 MB
55	Standard 3	Check Standard	3.18	20.0714	93.28	23.8641	229.69	BMB
56	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
57	32_202607_GWI_UP_LysB_10cm	Unknown	3.17	3692.8611	82.13	43.9067	416.84	 MB
58	33_202607_GWI_UP_LysB_20cm	Unknown	3.167	3830.2942	82.24	45.5407	432.65	 MB
59	34_202607_GWI_UP_LysB_45cm	Unknown	3.167	4673.1538	84.39	55.562	525.44	 MB
60	35_202607_GWI_UP_LysC_20cm	Unknown	3.167	4273.8441	83.4	50.8143	481.39	 MB
61	36_202607_GWI_UP_LysC_45cm	Unknown	3.167	4238.1169	83.26	50.3895	477.73	 MB
62	37_202607_GWI_TR_LysA_10cm	Unknown	3.16	11281.7413	86.59	134.1355	1258.1	BMB
63	38_202607_GWI_TR_LysA_20cm	Unknown	3.16	10801.716	89.79	128.4282	1204.68	BMB
64	39_202607_GWI_TR_LysB_10cm	Unknown	3.16	11520.4554	86.64	136.9737	1287.72	BMB
65	40_202607_GWI_TR_LysB_20cm	Unknown	3.16	9615.7376	86.37	114.3273	1070.91	BMB
66	40_202607_GWI_TR_LysB_20cm_dup	Unknown	3.16	9535.7677	86.36	113.3765	1061.92	BMB
67	41_202607_GWI_TR_LysB_45cm	Unknown	3.16	8885.7509	87.14	105.6481	988.4	BMB
68	41_202607_GWI_TR_LysB_45cm_spk	Spiked	3.16	8749.2567	85.97	104.0252	973.99	BMB
69	Standard 4	Check Standard	3.157	100.8198	93.02	119.8708	1114.74	BMB
70	Lab Blank	Unknown	3.187	0.0097	100	0.0115	0.09	BMB
71	42_202607_GWI_TR_LysC_10cm	Unknown	3.16	11225.616	86.84	133.4682	1252.74	BMB
72	43_202607_GWI_TR_LysC_20cm	Unknown	3.16	10184.5033	86.57	121.0897	1133.14	BMB
73	44_202607_GWI_TR_LysC_45cm	Unknown	3.16	8903.0397	87.65	105.8536	989.25	BMB
74	45_202607_GWI_WC_LysA_10cm	Unknown	3.16	14761.0493	85.16	87.7515	819.73	BMB
75	46_202607_GWI_WC_LysA_20cm	Unknown	3.17	13166.7187	87.59	78.2736	732.24	BMB
76	47_202607_GWI_WC_LysA_45cm	Unknown	3.163	12734.3083	88.15	75.703	708.67	BMB
77	48_202607_GWI_WC_LysB_10cm	Unknown	3.16	15112.3225	86.96	89.8398	839.19	BMB
78	49_202607_GWI_WC_LysB_20cm	Unknown	3.16	14484.7564	86.7	86.109	804.89	BMB
79	50_202607_GWI_WC_LysB_45cm	Unknown	3.163	12998.7504	88.53	77.275	723.39	BMB
80	50_202607_GWI_WC_LysB_45cm_dup	Unknown	3.163	13166.2397	88.58	78.2707	733.13	BMB
81	51_202607_GWI_WC_LysC_10cm	Unknown	3.16	16294.4896	86.16	96.8675	905.21	BMB
82	51_202607_GWI_WC_LysC_10cm_spk	Spiked	3.16	16152.3894	84.9	96.0228	897.19	BMB
83	Standard 5	Check Standard	3.157	199.2255	92.94	236.8713	2169.51	BMB
84	Lab Blank	Unknown	3.18	0.0173	100	0.0206	0.17	BMB
85	52_202607_GWI_WC_LysC_20cm	Unknown	3.163	15110.9822	87.57	89.8318	837.5	BMB
86	53_202607_GWI_SW_A	Unknown	3.163	12783.758	87.17	75.9969	710.52	BMB
87	54_202607_GWI_SW_B	Unknown	3.163	12850.5233	87.24	76.3938	713.96	BMB
88	55_202607_GWI_SW_C	Unknown	3.163	12937.1781	87.28	76.909	719.27	BMB
89	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
90	Standard 1	Check Standard	3.177	5.185	93.71	6.1648	60.49	BMB
91	Standard 2	Check Standard	3.177	10.2518	93.34	12.189	118.27	BMB
92	Standard 3	Check Standard	3.17	20.0737	93.27	23.8669	228.39	BMB
93	Standard 4	Check Standard	3.157	100.8666	93.04	119.9264	1111.14	BMB
94	Standard 5	Check Standard	3.157	199.3378	92.94	237.0048	2167.11	BMB
95	Lab Blank	Unknown	3.187	0.0165	42.79	0.0196	0.16	BMB
96	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
Maximum			3.187	16294.4896	100	237.3203	2193.84	
Average			3.161	6172.0619	85.23	87.5603	822.83	
Minimum			2.93	0.0097	17.31	0.0115	0.04	
Standard Deviation			0.026	4928.4074	13.84	56.4109	525.66	
Relative Standard Deviation			0.83%	79.85%	16.23%	64.43%	63.88%	
