Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height	Type
29	69_202607_GCW_WC_LysC_10cm	Unknown	4.29	820.5429	7.82	7.3406	51.19	BM 
30	70_202607_GCW_WC_LysC_20cm	Unknown	4.293	752.3277	7.58	6.7304	47.18	BM 
31	71_202607_GCW_WC_LysC_45cm	Unknown	4.31	522.0688	6.07	4.6705	33.61	BM 
32	72_202607_GCW_SW_A	Unknown	4.283	987.2681	8.85	8.8322	60.29	BM 
33	73_202607_GCW_SW_B	Unknown	4.28	977.1731	8.8	8.7419	59.81	BM 
34	74_202607_GCW_SW_C	Unknown	4.283	971.0855	8.83	8.6874	59.48	BM 
35	75_202607_SWH_UP_LysA_10cm	Unknown	4.337	11.5906	1.88	0.2074	0.73	 M 
36	75_202607_SWH_UP_LysA_10cm_dup	Unknown	4.34	10.6985	1.75	0.1914	0.71	 M 
37	76_202607_SWH_UP_LysA_20cm	Unknown	4.34	29.4886	4.91	0.5276	2.77	 M 
38	76_202607_SWH_UP_LysA_20cm_spk	Spiked	4.33	105.4703	15.93	1.8871	13.62	 MB
39	Standard 2	Check Standard	4.337	0.9411	6.55	0.8419	6.24	BMB
40	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
41	77_202607_SWH_UP_LysA_45cm	Unknown	4.337	9.1867	1.58	0.1644	0.45	 M 
42	78_202607_SWH_UP_LysB_10cm	Unknown	4.34	20.7519	3.39	0.3713	1.8	 M 
43	79_202607_SWH_UP_LysB_20cm	Unknown	4.34	22.5754	3.78	0.4039	2.06	 M 
44	80_202607_SWH_UP_LysB_45cm	Unknown	4.333	7.6125	1.28	0.1362	0.3	 M 
45	81_202607_SWH_UP_LysC_20cm	Unknown	4.34	19.3973	3.92	0.3471	2.53	bMb*^
46	82_202607_SWH_UP_LysC_45cm	Unknown	4.337	0.944	0.22	0.0169	0.13	bMb*^
47	83_202607_SWH_SWAMP_LysA_10cm	Unknown	4.337	37.6655	4.59	0.6739	4.99	BMB
48	84_202607_SWH_SWAMP_LysA_20cm	Unknown	4.337	21.5264	3.2	0.3852	2.85	BMB
49	85_202607_SWH_SWAMP_LysA_45cm	Unknown	4.337	8.1426	1.38	0.1457	0.36	 M 
50	85_202607_SWH_SWAMP_LysA_45cm_dup	Unknown	4.337	1.8774	0.39	0.0336	0.25	bMb*^
51	86_202607_SWH_SWAMP_LysB_10cm	Unknown	4.337	15.1081	2.86	0.2703	1.99	bMb*^
52	86_202607_SWH_SWAMP_LysB_10cm_spk	Spiked	4.327	97.8212	16.11	1.7502	12.93	bMb*^
53	Standard 3	Check Standard	4.327	1.8983	6.73	1.6983	12.62	BMB
54	Lab Blank	Unknown	3.913	0.0206	11.61	0.0184	0.04	 M 
55	87_202607_SWH_SWAMP_LysB_20cm	Unknown	4.33	4.8371	0.83	0.0865	0.21	 M 
56	88_202607_SWH_SWAMP_LysB_45cm	Unknown	4.22	4.4141	0.77	0.079	0.17	 M 
57	89_202607_SWH_SWAMP_LysC_10cm	Unknown	4.33	70.8629	5.82	1.2679	9.35	BM 
58	90_202607_SWH_SWAMP_LysC_20cm	Unknown	4.33	72.2991	5.73	1.2936	9.55	BM 
59	91_202607_SWH_SWAMP_LysC_45cm	Unknown	4.337	27.6186	3.13	0.4942	3.65	BMB
60	92_202607_SWH_TR_LysA_10cm	Unknown	4.31	249.9413	6.65	4.472	32.23	BM 
61	93_202607_SWH_TR_LysA_20cm	Unknown	4.333	22.5818	0.99	0.404	3	BMB
62	94_202607_SWH_TR_LysA_45cm	Unknown	4.327	0.9427	0.05	0.0169	0.13	BMB
63	95_202607_SWH_TR_LysB_10cm	Unknown	4.313	205.5148	5.79	3.6771	26.65	BM 
64	95_202607_SWH_TR_LysB_10cm_dup	Unknown	4.313	203.9348	5.74	3.6488	26.47	BM 
65	96_202607_SWH_TR_LysB_20cm	Unknown	4.333	13.7166	0.48	0.2454	1.83	BMB
66	96_202607_SWH_TR_LysB_20cm_spk	Spiked	4.327	95.1023	3.25	1.7016	12.55	BMB
67	Standard 4	Check Standard	4.287	9.9959	6.95	8.9424	60.72	BMB
68	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
69	97_202607_SWH_TR_LysB_45cm	Unknown	4.323	0.6199	0.03	0.0111	0.09	BMB
70	98_202607_SWH_TR_LysC_10cm	Unknown	4.307	278.1993	7.15	4.9776	35.54	BM 
71	99_202607_SWH_TR_LysC_20cm	Unknown	4.313	220.0933	6.18	3.9379	28.42	BM 
72	100_202607_SWH_TR_LysC_45cm	Unknown	4.33	50.9561	1.47	0.9117	6.75	BMB
73	101_202607_SWH_WC_LysA_20cm	Unknown	4.337	18.7751	0.64	0.3359	2.5	BMB
74	102_202607_SWH_WC_LysA_45cm	Unknown	4.333	20.086	0.85	0.3594	2.67	BMB
75	103_202607_SWH_WC_LysB_10cm	Unknown	4.327	85.4291	2.28	1.5285	11.27	BMB
76	104_202607_SWH_WC_LysB_20cm	Unknown	4.333	26.2454	0.86	0.4696	3.49	BMB
77	105_202607_SWH_WC_LysB_45cm	Unknown	4.333	7.4577	0.3	0.1334	1	BMB
78	105_202607_SWH_WC_LysB_45cm_dup	Unknown	4.337	7.3917	0.3	0.1323	0.99	BMB
79	106_202607_SWH_WC_LysC_10cm	Unknown	4.317	173.01	4.39	3.0955	22.48	BMB
80	106_202607_SWH_WC_LysC_10cm_spk	Spiked	4.307	257.5688	6.4	4.6085	32.86	BM 
81	Standard 5	Check Standard	4.243	20.0284	6.98	17.9176	109.04	BMB
82	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
83	107_202607_SWH_WC_LysC_20cm	Unknown	4.323	110.6107	3.36	1.9791	14.46	BMB
84	108_202607_SWH_SW_A	Unknown	4.29	467.6463	8.56	8.3672	56.93	BM 
85	109_202607_SWH_SW_B	Unknown	4.283	483.4898	8.66	8.6507	58.63	BM 
86	110_202607_SWH_SW_C	Unknown	4.287	473.7449	8.58	8.4763	57.59	BM 
87	202607_MSM_TR_LysC_20cm 	Unknown	4.28	1059.7809	8.32	9.4809	63.47	BM 
88	GCW_202605_UP_LYSA_10CM	Unknown	4.32	5.3821	0.94	0.0963	0.19	 M 
89	GCW_202605_TR_LYSA_10CM	Unknown	4.333	31.6794	4.96	0.5668	4.14	BMB^
90	GCW_202605_TR_LYSA_20CM	Unknown	4.343	25.8219	3.96	0.462	3.37	Rd
91	GCW_202605_TR_LYSA_45CM	Unknown	4.337	13.6229	1.89	0.2437	1.77	BMB
92	GCW_202605_TR_LYSA_45CM_dup	Unknown	4.337	13.5911	1.9	0.2432	1.77	BMB
93	GCW_202605_TR_LYSB_10CM	Unknown	4.327	79.379	5.44	1.4203	10.38	BM 
94	GCW_202605_TR_LYSB_10CM_spk	Spiked	4.32	163.7701	10.56	2.9302	21.14	BM 
95	Standard 1	Check Standard	4.333	0.4957	6.94	0.4435	3.19	BMB
96	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
97	SWH_202605_UP_LYSB_10CM	Unknown	4.337	18.6377	3.01	0.3335	1.65	 M 
98	SWH_202605_SWAMP_LYSC_10CM	Unknown	4.337	18.9375	3.18	0.3388	1.71	 M 
99	SWH_202605_TR_LYSA_45CM	Unknown	4.337	17.1064	1.24	0.3061	2.24	BMB
100	SWH_202605_WC_LYSC_45CM	Unknown	4.333	14.1804	0.82	0.2537	1.87	BMB
101	MSM_202605_TR_LYSC_10CM	Unknown	4.27	710.7316	8.3	12.7165	82.14	BMB
102	MSM_202605_UP_LYSC_20CM	Unknown	4.313	175.2183	4.78	3.135	22.62	BM 
103	GWI_202605_TR_LYSC_20CM	Unknown	4.287	1004.2757	9.43	8.9843	60.38	BM 
104	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
105	Standard 1	Check Standard	4.337	0.4965	6.94	0.4442	3.19	BMB
106	Standard 2	Check Standard	4.33	0.9463	6.59	0.8466	6.18	BMB
107	Standard 3	Check Standard	4.327	1.9034	6.74	1.7028	12.45	BMB
108	Standard 4	Check Standard	4.283	9.9969	6.94	8.9433	60.09	BMB
109	Standard 5	Check Standard	4.247	20.017	6.98	17.9074	108.46	BMB
110	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
111	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
112	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
Maximum			4.347	1059.7809	16.11	17.9176	110.28	
Average			4.313	179.3522	4.99	3.0646	20.87	
Minimum			3.913	0.0206	0.03	0.0111	0.04	
Standard Deviation			0.048	282.6071	3.24	4.0624	26.22	
Relative Standard Deviation			1.11%	157.57%	64.92%	132.56%	125.63%	
