RUNSTARTED,1655221488,6/14/2022 11:44,,,Conc,Abs,,Dil,,,,,,
RESULT,14,U10,GCrew_TR_LysA_45cm,32,0.081743,0.052745,0,0,0,0,mg N/L,Ammonia 2,1655320665,6/15/2022 15:17
RESULT,-3,C11,1mg/L ammonia,33,0.95628,0.564959,0,0,0,0,mg N/L,Ammonia 2,1655320825,6/15/2022 15:20
QCPRORESULT,NORMAL,0,1655320825,,,,,,,,,,,
QCPRODECISION,IN,1655320825,,,,,,,,,,,,
RESULT,-3,C12,Blank,34,0.001186,0.005563,0,0,0,0,mg N/L,Ammonia 2,1655320985,6/15/2022 15:23
QCPRORESULT,NORMAL,0,1655320985,,,,,,,,,,,
QCPRODECISION,IN,1655320985,,,,,,,,,,,,
RESULT,15,U11,GCrew_TR_LysB_45cm,35,0.172726,0.106033,0,0,0,0,mg N/L,Ammonia 2,1655321145,6/15/2022 15:25
RESULT,16,U12,GCrew_TR_LysC_45cm,36,0.065624,0.043304,0,0,0,0,mg N/L,Ammonia 2,1655321305,6/15/2022 15:28
RESULT,16,C13,Duplicate,37,0.065767,0.043388,0,0,0,0,mg N/L,Ammonia 2,1655321465,6/15/2022 15:31
QCPRORESULT,DUPLICATE,0.218271,1655321465,,,,,,,,,,,
QCPRODECISION,IN,1655321465,,,,,,,,,,,,
RESULT,16,C14,Auto Spike,38,1.048652,0.52537,0,0,0,0,mg N/L,Ammonia 2,1655321625,6/15/2022 15:33
QCPRORESULT,AUTO SPIKE,98.30278,1655321625,,,,,,,,,,,
QCPRODECISION,IN,1655321625,,,,,,,,,,,,
RESULT,17,U13,GCrew_WC_SipA_10cm,39,0.226369,0.137452,0,0,0,0,mg N/L,Ammonia 2,1655321785,6/15/2022 15:36
RESULT,18,U14,GCrew_WC_SipB_10cm,40,0.112369,0.070682,0,0,0,0,mg N/L,Ammonia 2,1655321945,6/15/2022 15:39
RESULT,19,U15,GCrew_WC_SipC_10cm,41,0.232412,0.140991,0,0,0,0,mg N/L,Ammonia 2,1655322105,6/15/2022 15:41
RESULT,19,C13,Duplicate,42,0.230665,0.139968,0,0,0,0,mg N/L,Ammonia 2,1655322265,6/15/2022 15:44
QCPRORESULT,DUPLICATE,0.754781,1655322265,,,,,,,,,,,
QCPRODECISION,IN,1655322265,,,,,,,,,,,,
RESULT,19,C14,Auto Spike,43,1.286315,0.643336,0,0,0,0,mg N/L,Ammonia 2,1655322425,6/15/2022 15:47
QCPRORESULT,AUTO SPIKE,105.390289,1655322425,,,,,,,,,,,
QCPRODECISION,IN,1655322425,,,,,,,,,,,,
RESULT,20,U16,GCrew_WC_SipA_20cm,44,0.611366,0.362944,0,0,0,0,mg N/L,Ammonia 2,1655322585,6/15/2022 15:49
RESULT,-3,C11,1mg/L ammonia,45,1.010524,0.59673,0,0,0,0,mg N/L,Ammonia 2,1655322745,6/15/2022 15:52
QCPRORESULT,NORMAL,0,1655322745,,,,,,,,,,,
QCPRODECISION,IN,1655322745,,,,,,,,,,,,
RESULT,-3,C12,Blank,46,0.004003,0.007213,0,0,0,0,mg N/L,Ammonia 2,1655322905,6/15/2022 15:55
QCPRORESULT,NORMAL,0,1655322905,,,,,,,,,,,
QCPRODECISION,IN,1655322905,,,,,,,,,,,,
RESULT,21,U17,GCrew_WC_SipB_20cm,47,0.472924,0.281859,0,0,0,0,mg N/L,Ammonia 2,1655323065,6/15/2022 15:57
RESULT,22,U18,GCrew_WC_SipC_20cm,48,0.308067,0.185302,0,0,0,0,mg N/L,Ammonia 2,1655323225,6/15/2022 16:00
RESULT,22,C13,Duplicate,49,0.309275,0.18601,0,0,0,0,mg N/L,Ammonia 2,1655323385,6/15/2022 16:03
QCPRORESULT,DUPLICATE,0.391357,1655323385,,,,,,,,,,,
QCPRODECISION,IN,1655323385,,,,,,,,,,,,
RESULT,22,C14,Auto Spike,50,1.376994,0.688345,0,0,0,0,mg N/L,Ammonia 2,1655323545,6/15/2022 16:05
QCPRORESULT,AUTO SPIKE,106.892662,1655323545,,,,,,,,,,,
QCPRODECISION,IN,1655323545,,,,,,,,,,,,
RESULT,23,U19,GCrew_WC_SipA_45cm,51,2.334948,1.372442,0,0,0,19,mg N/L,Ammonia 2,1655323705,6/15/2022 16:08
AUTODILUTION,APPROVED,1655323705,,,,,,,,,,,,
AUTODILUTION,ADDED,1655323705,,,,,,,,,,,,
RESULT,24,U20,GCrew_WC_SipB_45cm,52,1.53294,0.902707,0,0,0,0,mg N/L,Ammonia 2,1655323865,6/15/2022 16:11
RESULT,25,U21,GCrew_WC_SipC_45cm,53,0.947599,0.559874,0,0,0,0,mg N/L,Ammonia 2,1655324025,6/15/2022 16:13
RESULT,25,C13,Duplicate,54,0.971606,0.573935,0,0,0,0,mg N/L,Ammonia 2,1655324185,6/15/2022 16:16
QCPRORESULT,DUPLICATE,2.501762,1655324185,,,,,,,,,,,
QCPRODECISION,IN,1655324185,,,,,,,,,,,,
RESULT,25,C14,Auto Spike,55,2.087075,1.040796,0,0,0,0,mg N/L,Ammonia 2,1655324345,6/15/2022 16:19
QCPRORESULT,AUTO SPIKE,113.947594,1655324345,,,,,,,,,,,
QCPRODECISION,IN,1655324345,,,,,,,,,,,,
RESULT,26,U22,GCrew_WC_LysA_10cm,56,0.182591,0.111811,0,0,0,0,mg N/L,Ammonia 2,1655324505,6/15/2022 16:21
RESULT,-3,C11,1mg/L ammonia,57,1.014481,0.599048,0,0,0,0,mg N/L,Ammonia 2,1655324666,6/15/2022 16:24
QCPRORESULT,NORMAL,0,1655324666,,,,,,,,,,,
QCPRODECISION,IN,1655324666,,,,,,,,,,,,
RESULT,-3,C12,Blank,58,0.002225,0.006171,0,0,0,0,mg N/L,Ammonia 2,1655324826,6/15/2022 16:27
QCPRORESULT,NORMAL,0,1655324826,,,,,,,,,,,
QCPRODECISION,IN,1655324826,,,,,,,,,,,,
RESULT,27,U23,GCrew_WC_LysA_20cm,59,0.513742,0.305766,0,0,0,0,mg N/L,Ammonia 2,1655324986,6/15/2022 16:29
RESULT,28,U24,GCrew_WC_LysA_45cm,60,1.845703,1.085892,0,0,0,0,mg N/L,Ammonia 2,1655325146,6/15/2022 16:32
RESULT,28,C13,Duplicate,61,1.954597,1.149671,0,0,0,0,mg N/L,Ammonia 2,1655325306,6/15/2022 16:35
QCPRORESULT,DUPLICATE,5.730766,1655325306,,,,,,,,,,,
QCPRODECISION,IN,1655325306,,,,,,,,,,,,
RESULT,28,C14,Auto Spike,62,3.092541,1.539863,0,0,0,0,mg N/L,Ammonia 2,1655325466,6/15/2022 16:37
QCPRORESULT,AUTO SPIKE,124.683754,1655325466,,,,,,,,,,,
QCPRODECISION,IN,1655325466,,,,,,,,,,,,
AUTODILUTION,APPROVED,1655325468,,,,,,,,,,,,
AUTODILUTION,ADDED,1655325468,,,,,,,,,,,,
RESULT,29,U25,MSM_UP_RHZ_Tree1,63,0.041191,0.028993,0,0,0,0,mg N/L,Ammonia 2,1655325627,6/15/2022 16:40
RESULT,29,C13,Duplicate,64,0.041002,0.028883,0,0,0,0,mg N/L,Ammonia 2,1655325787,6/15/2022 16:43
QCPRORESULT,DUPLICATE,0.459776,1655325787,,,,,,,,,,,
QCPRODECISION,IN,1655325787,,,,,,,,,,,,
RESULT,29,C14,Auto Spike,65,1.022111,0.512197,0,0,0,0,mg N/L,Ammonia 2,1655325947,6/15/2022 16:45
QCPRORESULT,AUTO SPIKE,98.092056,1655325947,,,,,,,,,,,
QCPRODECISION,IN,1655325947,,,,,,,,,,,,
RESULT,30,U26,MSM_UP_RHZ_Tree2,66,0.068379,0.044917,0,0,0,0,mg N/L,Ammonia 2,1655326108,6/15/2022 16:48
RESULT,30,C13,Duplicate,67,0.071118,0.046522,0,0,0,0,mg N/L,Ammonia 2,1655326268,6/15/2022 16:51
QCPRORESULT,DUPLICATE,3.927158,1655326268,,,,,,,,,,,
QCPRODECISION,IN,1655326268,,,,,,,,,,,,
RESULT,30,C14,Auto Spike,68,1.031032,0.516625,0,0,0,0,mg N/L,Ammonia 2,1655326428,6/15/2022 16:53
QCPRORESULT,AUTO SPIKE,96.265335,1655326428,,,,,,,,,,,
QCPRODECISION,IN,1655326428,,,,,,,,,,,,
RESULT,-3,C11,1mg/L ammonia,69,1.027289,0.606549,0,0,0,0,mg N/L,Ammonia 2,1655326589,6/15/2022 16:56
QCPRORESULT,NORMAL,0,1655326589,,,,,,,,,,,
QCPRODECISION,IN,1655326589,,,,,,,,,,,,
RESULT,-3,C12,Blank,70,0.004589,0.007556,0,0,0,0,mg N/L,Ammonia 2,1655326749,6/15/2022 16:59
QCPRORESULT,NORMAL,0,1655326749,,,,,,,,,,,
QCPRODECISION,IN,1655326749,,,,,,,,,,,,
RESULT,31,U27,MSM_UP_RHZ_Tree3,71,0.05149,0.035025,0,0,0,0,mg N/L,Ammonia 2,1655326910,6/15/2022 17:01
RESULT,32,U28,MSM_UP_RHZ_Tree4,72,0.030104,0.0225,0,0,0,0,mg N/L,Ammonia 2,1655327070,6/15/2022 17:04
RESULT,33,U29,MSM_UP_RHZ_Tree5,73,0.050967,0.034719,0,0,0,0,mg N/L,Ammonia 2,1655327230,6/15/2022 17:07
RESULT,34,U30,MSM_UP_RHZ_Tree6,74,0.065198,0.043054,0,0,0,0,mg N/L,Ammonia 2,1655327390,6/15/2022 17:09
RESULT,35,U31,MSM_UP_RHZ_Tree7,75,0.258812,0.156454,0,0,0,0,mg N/L,Ammonia 2,1655327550,6/15/2022 17:12
RESULT,35,C13,Duplicate,76,0.260478,0.157429,0,0,0,0,mg N/L,Ammonia 2,1655327710,6/15/2022 17:15
QCPRORESULT,DUPLICATE,0.641718,1655327710,,,,,,,,,,,
QCPRODECISION,IN,1655327710,,,,,,,,,,,,
RESULT,35,C14,Auto Spike,77,1.077583,0.539731,0,0,0,0,mg N/L,Ammonia 2,1655327870,6/15/2022 17:17
QCPRORESULT,AUTO SPIKE,81.877121,1655327870,,,,,,,,,,,
QCPRODECISION,IN,1655327870,,,,,,,,,,,,
RESULT,36,U32,MSM_UP_RHZ_Tree8,78,0.076591,0.049727,0,0,0,0,mg N/L,Ammonia 2,1655328031,6/15/2022 17:20
RESULT,36,C13,Duplicate,79,0.080509,0.052022,0,0,0,0,mg N/L,Ammonia 2,1655328191,6/15/2022 17:23
QCPRORESULT,DUPLICATE,4.986991,1655328191,,,,,,,,,,,
QCPRODECISION,IN,1655328191,,,,,,,,,,,,
RESULT,36,C14,Auto Spike,80,1.088858,0.545327,0,0,0,0,mg N/L,Ammonia 2,1655328352,6/15/2022 17:25
QCPRORESULT,AUTO SPIKE,101.2267,1655328352,,,,,,,,,,,
QCPRODECISION,IN,1655328352,,,,,,,,,,,,
RESULT,-3,C11,1mg/L ammonia,81,0.94557,0.558686,0,0,0,0,mg N/L,Ammonia 2,1655328514,6/15/2022 17:28
QCPRORESULT,NORMAL,0,1655328514,,,,,,,,,,,
QCPRODECISION,IN,1655328514,,,,,,,,,,,,
RESULT,-3,C12,Blank,82,0.00534,0.007996,0,0,0,0,mg N/L,Ammonia 2,1655328675,6/15/2022 17:31
QCPRORESULT,NORMAL,0,1655328675,,,,,,,,,,,
QCPRODECISION,IN,1655328675,,,,,,,,,,,,
RESULT,37,U33,MSM_TR_RHZ_Tree1,83,0.87044,0.514683,0,0,0,0,mg N/L,Ammonia 2,1655328836,6/15/2022 17:33
RESULT,37,C13,Duplicate,84,0.184175,0.112739,0,0,0,0,mg N/L,Ammonia 2,1655328997,6/15/2022 17:36
QCPRORESULT,DUPLICATE,130.14505,1655328997,,,,,,,,,,,
QCPRODECISION,OUT,1655328997,,,,,,,,,,,,
QCPROACTION,CONTINUE,1655328997,,,,,,,,,,,,
RESULT,37,C14,Auto Spike,85,1.206677,0.603807,0,0,0,0,mg N/L,Ammonia 2,1655329158,6/15/2022 17:39
QCPRORESULT,AUTO SPIKE,33.623657,1655329158,,,,,,,,,,,
QCPRODECISION,OUT,1655329158,,,,,,,,,,,,
QCPROACTION,CONTINUE,1655329158,,,,,,,,,,,,
RESULT,38,U34,MSM_TR_RHZ_Tree2,86,0.130721,0.081431,0,0,0,0,mg N/L,Ammonia 2,1655329318,6/15/2022 17:41
RESULT,38,C13,Duplicate,87,0.15234,0.094093,0,0,0,0,mg N/L,Ammonia 2,1655329479,6/15/2022 17:44
QCPRORESULT,DUPLICATE,15.275296,1655329479,,,,,,,,,,,
QCPRODECISION,OUT,1655329479,,,,,,,,,,,,
QCPROACTION,CONTINUE,1655329479,,,,,,,,,,,,
RESULT,38,C14,Auto Spike,88,1.148089,0.574727,0,0,0,0,mg N/L,Ammonia 2,1655329640,6/15/2022 17:47
QCPRORESULT,AUTO SPIKE,101.736801,1655329640,,,,,,,,,,,
QCPRODECISION,IN,1655329640,,,,,,,,,,,,
RESULT,39,U35,MSM_TR_RHZ_Tree3,89,0.166662,0.102481,0,0,0,0,mg N/L,Ammonia 2,1655329801,6/15/2022 17:50
RESULT,40,U36,MSM_TR_RHZ_Tree4,90,0.159745,0.09843,0,0,0,0,mg N/L,Ammonia 2,1655329961,6/15/2022 17:52
RESULT,41,U37,MSM_TR_RHZ_Tree5,91,0.691209,0.409708,0,0,0,0,mg N/L,Ammonia 2,1655330121,6/15/2022 17:55
RESULT,41,C13,Duplicate,92,0.665164,0.394453,0,0,0,0,mg N/L,Ammonia 2,1655330281,6/15/2022 17:58
QCPRORESULT,DUPLICATE,3.84042,1655330281,,,,,,,,,,,
QCPRODECISION,IN,1655330281,,,,,,,,,,,,
RESULT,41,C14,Auto Spike,93,1.669304,0.833434,0,0,0,0,mg N/L,Ammonia 2,1655330442,6/15/2022 18:00
QCPRORESULT,AUTO SPIKE,97.809525,1655330442,,,,,,,,,,,
QCPRODECISION,IN,1655330442,,,,,,,,,,,,
RESULT,-3,C11,1mg/L ammonia,94,0.939533,0.555151,0,0,0,0,mg N/L,Ammonia 2,1655330603,6/15/2022 18:03
QCPRORESULT,NORMAL,0,1655330603,,,,,,,,,,,
QCPRODECISION,IN,1655330603,,,,,,,,,,,,
RESULT,-3,C12,Blank,95,0.002951,0.006596,0,0,0,0,mg N/L,Ammonia 2,1655330763,6/15/2022 18:06
QCPRORESULT,NORMAL,0,1655330763,,,,,,,,,,,
QCPRODECISION,IN,1655330763,,,,,,,,,,,,
RESULT,42,U38,MSM_TR_RHZ_Tree6,96,0.127663,0.07964,0,0,0,0,mg N/L,Ammonia 2,1655330923,6/15/2022 18:08
RESULT,43,U39,MSM_TR_RHZ_Tree7,97,0.467968,0.278956,0,0,0,0,mg N/L,Ammonia 2,1655331083,6/15/2022 18:11
RESULT,43,C13,Duplicate,98,0.46025,0.274436,0,0,0,0,mg N/L,Ammonia 2,1655331243,6/15/2022 18:14
QCPRORESULT,DUPLICATE,1.662983,1655331243,,,,,,,,,,,
QCPRODECISION,IN,1655331243,,,,,,,,,,,,
RESULT,43,C14,Auto Spike,99,1.337049,0.668518,0,0,0,0,mg N/L,Ammonia 2,1655331404,6/15/2022 18:16
QCPRORESULT,AUTO SPIKE,86.908073,1655331404,,,,,,,,,,,
QCPRODECISION,IN,1655331404,,,,,,,,,,,,
RESULT,44,U40,MSM_TR_RHZ_Tree8,100,0.153901,0.095007,0,0,0,0,mg N/L,Ammonia 2,1655331565,6/15/2022 18:19
RESULT,44,C13,Duplicate,101,0.154563,0.095395,0,0,0,0,mg N/L,Ammonia 2,1655331725,6/15/2022 18:22
QCPRORESULT,DUPLICATE,0.429407,1655331725,,,,,,,,,,,
QCPRODECISION,IN,1655331725,,,,,,,,,,,,
RESULT,44,C14,Auto Spike,102,1.246459,0.623553,0,0,0,0,mg N/L,Ammonia 2,1655331888,6/15/2022 18:24
QCPRORESULT,AUTO SPIKE,109.255859,1655331888,,,,,,,,,,,
QCPRODECISION,IN,1655331888,,,,,,,,,,,,
RESULT,45,U41,peCheck_948ppmNH4_818ppmPO4,103,1.201878,0.708806,0,0,0,0,mg N/L,Ammonia 2,1655332049,6/15/2022 18:27
RESULT,45,C13,Duplicate,104,1.222619,0.720953,0,0,0,0,mg N/L,Ammonia 2,1655332209,6/15/2022 18:30
QCPRORESULT,DUPLICATE,1.710902,1655332209,,,,,,,,,,,
QCPRODECISION,IN,1655332209,,,,,,,,,,,,
RESULT,46,U42,Matrix_Check_10ppt_A,105,0.020453,0.016847,0,0,0,0,mg N/L,Ammonia 2,1655332371,6/15/2022 18:32
RESULT,46,C14,Auto Spike,106,1.077287,0.539584,0,0,0,0,mg N/L,Ammonia 2,1655332531,6/15/2022 18:35
QCPRORESULT,AUTO SPIKE,105.683411,1655332531,,,,,,,,,,,
QCPRODECISION,IN,1655332531,,,,,,,,,,,,
RESULT,-3,C11,1mg/L ammonia,107,0.977137,0.577175,0,0,0,0,mg N/L,Ammonia 2,1655332692,6/15/2022 18:38
QCPRORESULT,NORMAL,0,1655332692,,,,,,,,,,,
QCPRODECISION,IN,1655332692,,,,,,,,,,,,
RESULT,-3,C12,Blank,108,0.003367,0.00684,0,0,0,0,mg N/L,Ammonia 2,1655332854,6/15/2022 18:40
QCPRORESULT,NORMAL,0,1655332854,,,,,,,,,,,
QCPRODECISION,IN,1655332854,,,,,,,,,,,,
RESULT,47,U43,Matrix_Check_10ppt_B,109,0.023842,0.018832,0,0,0,0,mg N/L,Ammonia 2,1655333015,6/15/2022 18:43
RESULT,47,C14,Auto Spike,110,1.02312,0.512698,0,0,0,0,mg N/L,Ammonia 2,1655333175,6/15/2022 18:46
QCPRORESULT,AUTO SPIKE,99.927803,1655333175,,,,,,,,,,,
QCPRODECISION,IN,1655333175,,,,,,,,,,,,
RESULT,48,U44,Matrix_Check_20ppt_A,111,0.03594,0.025918,0,0,0,0,mg N/L,Ammonia 2,1655333337,6/15/2022 18:48
RESULT,48,C14,Auto Spike,112,1.025958,0.514106,0,0,0,0,mg N/L,Ammonia 2,1655333497,6/15/2022 18:51
QCPRORESULT,AUTO SPIKE,99.00174,1655333497,,,,,,,,,,,
QCPRODECISION,IN,1655333497,,,,,,,,,,,,
RESULT,49,U45,Matrix_Check_20ppt_B,113,0.033931,0.024741,0,0,0,0,mg N/L,Ammonia 2,1655333659,6/15/2022 18:54
RESULT,49,C14,Auto Spike,114,1.032615,0.51741,0,0,0,0,mg N/L,Ammonia 2,1655333819,6/15/2022 18:56
QCPRORESULT,AUTO SPIKE,99.86837,1655333819,,,,,,,,,,,
QCPRODECISION,IN,1655333819,,,,,,,,,,,,
RESULT,50,U46,GCrew_UP_LysA_10cm,115,2.035988,1.197342,0,0,0,19,mg N/L,Ammonia 2,1655333981,6/15/2022 18:59
AUTODILUTION,APPROVED,1655333981,,,,,,,,,,,,
AUTODILUTION,ADDED,1655333981,,,,,,,,,,,,
RESULT,50,C13,Duplicate,116,2.010324,1.182311,0,0,0,0,mg N/L,Ammonia 2,1655334136,6/15/2022 19:02
QCPRORESULT,DUPLICATE,1.268506,1655334136,,,,,,,,,,,
QCPRODECISION,IN,1655334136,,,,,,,,,,,,
RESULT,50,C14,Auto Spike,117,3.229324,1.607756,0,0,0,0,mg N/L,Ammonia 2,1655334297,6/15/2022 19:04
QCPRORESULT,AUTO SPIKE,119.33358,1655334297,,,,,,,,,,,
QCPRODECISION,IN,1655334297,,,,,,,,,,,,
AUTODILUTION,APPROVED,1655334299,,,,,,,,,,,,
AUTODILUTION,ADDED,1655334299,,,,,,,,,,,,
RESULT,-3,C11,1mg/L ammonia,118,0.93176,0.550598,0,0,0,0,mg N/L,Ammonia 2,1655334457,6/15/2022 19:07
QCPRORESULT,NORMAL,0,1655334457,,,,,,,,,,,
QCPRODECISION,IN,1655334457,,,,,,,,,,,,
RESULT,-3,C12,Blank,119,0.014093,0.013122,0,0,0,0,mg N/L,Ammonia 2,1655334617,6/15/2022 19:10
QCPRORESULT,NORMAL,0,1655334617,,,,,,,,,,,
RESULT,-1,S1,Standard 1,0,0.000888,0.000888,0,0,0,512,mg P/L,o-PHOS 0.3,1655336156,6/15/2022 19:35
RESULT,-2,S90,Standard 90,1,0.002815,0.002815,0,0,0,512,mg P/L,o-PHOS 0.3,1655336236,6/15/2022 19:37
RESULT,-2,S91,Standard 91,2,0.006049,0.006049,0,0,0,512,mg P/L,o-PHOS 0.3,1655336317,6/15/2022 19:38
RESULT,-2,S92,Standard 92,3,0.012232,0.012232,0,0,0,512,mg P/L,o-PHOS 0.3,1655336398,6/15/2022 19:39
RESULT,-2,S93,Standard 93,4,0.031215,0.031215,0,0,0,512,mg P/L,o-PHOS 0.3,1655336479,6/15/2022 19:41
RESULT,-2,S94,Standard 94,5,0.06517,0.06517,0,0,0,512,mg P/L,o-PHOS 0.3,1655336560,6/15/2022 19:42
RESULT,-2,S95,Standard 95,6,0.096021,0.096021,0,0,0,512,mg P/L,o-PHOS 0.3,1655336641,6/15/2022 19:44
RESULT,-2,S96,Standard 96,7,0.127402,0.127402,0,0,0,512,mg P/L,o-PHOS 0.3,1655336723,6/15/2022 19:45
RESULT,-1,S0,Standard 0,8,0.000861,0.000861,0,0,0,512,mg P/L,o-PHOS 0.3,1655336804,6/15/2022 19:46
CALIBRATION,o-PHOS 0.3,1655336804,6/15/2022 19:46,,,,,,,,,,,
RESULT,-3,C11,0.15 mg/L,9,0.131417,0.056047,0,0,0,512,mg P/L,o-PHOS 0.3,1655336885,6/15/2022 19:48
