RUNSTARTED,1655221488,6/14/2022 11:44,,,Conc,Abs,,Dil,,,,,,
RESULT,12,C14,Auto Spike,27,1.845595,0.910502,0,0,0,512,mg N/L,Ammonia 2,1655245906,6/14/2022 18:31
QCPRORESULT,AUTO SPIKE,79.476967,1655245906,,,,,,,,,,,
QCPRODECISION,IN,1655245906,,,,,,,,,,,,
RESULT,13,U9,MSM_TR_LysA_10cm,28,0.244972,0.148171,0,0,0,512,mg N/L,Ammonia 2,1655246066,6/14/2022 18:34
RESULT,14,U10,MSM_TR_LysB_10cm,29,0.487098,0.288101,0,0,0,512,mg N/L,Ammonia 2,1655246226,6/14/2022 18:37
RESULT,15,U11,MSM_TR_LysC_10cm,30,0.656679,0.386105,0,0,0,512,mg N/L,Ammonia 2,1655246386,6/14/2022 18:39
RESULT,15,C14,Auto Spike,31,1.625631,0.802771,0,0,0,512,mg N/L,Ammonia 2,1655246546,6/14/2022 18:42
QCPRORESULT,AUTO SPIKE,96.895203,1655246546,,,,,,,,,,,
QCPRODECISION,IN,1655246546,,,,,,,,,,,,
RESULT,16,U12,MSM_TR_LysA_20cm,32,1.453954,0.846867,0,0,0,512,mg N/L,Ammonia 2,1655246706,6/14/2022 18:45
RESULT,-3,C11,1mg/L ammonia,33,0.970013,0.567187,0,0,0,512,mg N/L,Ammonia 2,1655246866,6/14/2022 18:47
QCPRORESULT,NORMAL,0,1655246866,,,,,,,,,,,
QCPRODECISION,IN,1655246866,,,,,,,,,,,,
RESULT,-3,C12,Blank,34,0.003291,0.008499,0,0,0,512,mg N/L,Ammonia 2,1655247026,6/14/2022 18:50
QCPRORESULT,NORMAL,0,1655247026,,,,,,,,,,,
QCPRODECISION,IN,1655247026,,,,,,,,,,,,
RESULT,17,U13,MSM_TR_LysB_20cm,35,0.627068,0.368992,0,0,0,512,mg N/L,Ammonia 2,1655247186,6/14/2022 18:53
RESULT,18,U14,MSM_TR_LysC_20cm,36,1.387006,0.808176,0,0,0,512,mg N/L,Ammonia 2,1655247346,6/14/2022 18:55
RESULT,18,C14,Auto Spike,37,2.126507,1.048082,0,0,0,512,mg N/L,Ammonia 2,1655247506,6/14/2022 18:58
QCPRORESULT,AUTO SPIKE,73.950142,1655247506,,,,,,,,,,,
QCPRODECISION,IN,1655247506,,,,,,,,,,,,
RESULT,19,U15,MSM_TR_LysA_45cm,38,0.984648,0.575645,0,0,0,512,mg N/L,Ammonia 2,1655247666,6/14/2022 19:01
RESULT,20,U16,MSM_TR_LysB_45cm,39,1.423368,0.829191,0,0,0,512,mg N/L,Ammonia 2,1655247826,6/14/2022 19:03
RESULT,21,U17,MSM_TR_LysC_45cm,40,1.735981,1.009856,0,0,0,512,mg N/L,Ammonia 2,1655247986,6/14/2022 19:06
RESULT,21,C13,Duplicate,41,1.70577,0.992397,0,0,0,512,mg N/L,Ammonia 2,1655248146,6/14/2022 19:09
QCPRORESULT,DUPLICATE,1.755537,1655248146,,,,,,,,,,,
QCPRODECISION,IN,1655248146,,,,,,,,,,,,
RESULT,21,C14,Auto Spike,42,2.398164,1.181129,0,0,0,512,mg N/L,Ammonia 2,1655248306,6/14/2022 19:11
QCPRORESULT,AUTO SPIKE,66.218246,1655248306,,,,,,,,,,,
QCPRODECISION,IN,1655248306,,,,,,,,,,,,
AUTODILUTION,APPROVED,1655248307,,,,,,,,,,,,
AUTODILUTION,ADDED,1655248307,,,,,,,,,,,,
RESULT,22,U18,MSM_WC_SipA_10cm,43,0.156065,0.09679,0,0,0,512,mg N/L,Ammonia 2,1655248466,6/14/2022 19:14
RESULT,23,U19,MSM_WC_SipB_10cm,44,0.142927,0.089197,0,0,0,512,mg N/L,Ammonia 2,1655248626,6/14/2022 19:17
RESULT,-3,C11,1mg/L ammonia,45,0.999066,0.583978,0,0,0,512,mg N/L,Ammonia 2,1655248786,6/14/2022 19:19
QCPRORESULT,NORMAL,0,1655248786,,,,,,,,,,,
QCPRODECISION,IN,1655248786,,,,,,,,,,,,
RESULT,-3,C12,Blank,46,0.005634,0.009853,0,0,0,512,mg N/L,Ammonia 2,1655248946,6/14/2022 19:22
QCPRORESULT,NORMAL,0,1655248946,,,,,,,,,,,
QCPRODECISION,IN,1655248946,,,,,,,,,,,,
RESULT,24,U20,MSM_WC_SipC_10cm,47,0.255446,0.154224,0,0,0,512,mg N/L,Ammonia 2,1655249106,6/14/2022 19:25
RESULT,24,C14,Auto Spike,48,1.263805,0.625562,0,0,0,512,mg N/L,Ammonia 2,1655249266,6/14/2022 19:27
QCPRORESULT,AUTO SPIKE,100.835922,1655249266,,,,,,,,,,,
QCPRODECISION,IN,1655249266,,,,,,,,,,,,
RESULT,25,U21,MSM_WC_SipA_20cm,49,0.209724,0.127801,0,0,0,512,mg N/L,Ammonia 2,1655249426,6/14/2022 19:30
RESULT,26,U22,MSM_WC_SipB_20cm,50,0.204225,0.124623,0,0,0,512,mg N/L,Ammonia 2,1655249586,6/14/2022 19:33
RESULT,27,U23,MSM_WC_SipC_20cm,51,0.727078,0.42679,0,0,0,512,mg N/L,Ammonia 2,1655249746,6/14/2022 19:35
RESULT,27,C14,Auto Spike,52,1.854275,0.914753,0,0,0,512,mg N/L,Ammonia 2,1655249906,6/14/2022 19:38
QCPRORESULT,AUTO SPIKE,112.719666,1655249906,,,,,,,,,,,
QCPRODECISION,IN,1655249906,,,,,,,,,,,,
RESULT,28,U24,MSM_WC_SipA_45cm,53,0.21393,0.130231,0,0,0,512,mg N/L,Ammonia 2,1655250066,6/14/2022 19:41
RESULT,29,U25,MSM_WC_SipB_45cm,54,0.140479,0.087783,0,0,0,512,mg N/L,Ammonia 2,1655250226,6/14/2022 19:43
RESULT,30,U26,MSM_WC_SipC_45cm,55,2.175742,1.264003,0,0,0,531,mg N/L,Ammonia 2,1655250386,6/14/2022 19:46
AUTODILUTION,APPROVED,1655250386,,,,,,,,,,,,
AUTODILUTION,ADDED,1655250386,,,,,,,,,,,,
RESULT,30,C13,Duplicate,56,2.080784,1.209125,0,0,0,512,mg N/L,Ammonia 2,1655250546,6/14/2022 19:49
QCPRORESULT,DUPLICATE,4.461764,1655250546,,,,,,,,,,,
QCPRODECISION,IN,1655250546,,,,,,,,,,,,
AUTODILUTION,APPROVED,1655250547,,,,,,,,,,,,
AUTODILUTION,ADDED,1655250547,,,,,,,,,,,,
RESULT,30,C14,Auto Spike,57,3.529171,1.735056,0,0,0,512,mg N/L,Ammonia 2,1655250706,6/14/2022 19:51
QCPRORESULT,AUTO SPIKE,135.342911,1655250706,,,,,,,,,,,
QCPRODECISION,IN,1655250706,,,,,,,,,,,,
AUTODILUTION,APPROVED,1655250707,,,,,,,,,,,,
AUTODILUTION,ADDED,1655250707,,,,,,,,,,,,
RESULT,-3,C11,1mg/L ammonia,58,0.937506,0.548401,0,0,0,512,mg N/L,Ammonia 2,1655250866,6/14/2022 19:54
QCPRORESULT,NORMAL,0,1655250866,,,,,,,,,,,
QCPRODECISION,IN,1655250866,,,,,,,,,,,,
RESULT,-3,C12,Blank,59,0.004543,0.009222,0,0,0,512,mg N/L,Ammonia 2,1655251027,6/14/2022 19:57
QCPRORESULT,NORMAL,0,1655251027,,,,,,,,,,,
QCPRODECISION,IN,1655251027,,,,,,,,,,,,
RESULT,31,U27,GWI_UP_LysA_10cm,60,0.17172,0.105837,0,0,0,512,mg N/L,Ammonia 2,1655251187,6/14/2022 19:59
RESULT,32,U28,GWI_UP_LysB_10cm,61,0.088845,0.057942,0,0,0,512,mg N/L,Ammonia 2,1655251347,6/14/2022 20:02
RESULT,33,U29,GWI_UP_LysC_10cm,62,0.326508,0.195292,0,0,0,512,mg N/L,Ammonia 2,1655251507,6/14/2022 20:05
RESULT,33,C14,Auto Spike,63,1.369515,0.677335,0,0,0,512,mg N/L,Ammonia 2,1655251667,6/14/2022 20:07
QCPRORESULT,AUTO SPIKE,104.300735,1655251667,,,,,,,,,,,
QCPRODECISION,IN,1655251667,,,,,,,,,,,,
RESULT,34,U30,GWI_UP_LysA_20cm,64,0.860742,0.504037,0,0,0,512,mg N/L,Ammonia 2,1655251827,6/14/2022 20:10
RESULT,35,U31,GWI_UP_LysB_20cm,65,0.093395,0.060571,0,0,0,512,mg N/L,Ammonia 2,1655251987,6/14/2022 20:13
RESULT,36,U32,GWI_UP_LysC_20cm,66,0.211658,0.128918,0,0,0,512,mg N/L,Ammonia 2,1655252147,6/14/2022 20:15
RESULT,36,C14,Auto Spike,67,1.295022,0.640851,0,0,0,512,mg N/L,Ammonia 2,1655252307,6/14/2022 20:18
QCPRORESULT,AUTO SPIKE,108.33638,1655252307,,,,,,,,,,,
QCPRODECISION,IN,1655252307,,,,,,,,,,,,
RESULT,37,U33,GWI_UP_LysA_45cm,68,0.233702,0.141658,0,0,0,512,mg N/L,Ammonia 2,1655252468,6/14/2022 20:21
RESULT,38,U34,GWI_UP_LysB_45cm,69,0.22927,0.139097,0,0,0,512,mg N/L,Ammonia 2,1655252628,6/14/2022 20:23
RESULT,38,C13,Duplicate,70,0.196387,0.120093,0,0,0,512,mg N/L,Ammonia 2,1655252788,6/14/2022 20:26
QCPRORESULT,DUPLICATE,15.450345,1655252788,,,,,,,,,,,
QCPRODECISION,OUT,1655252788,,,,,,,,,,,,
QCPROACTION,CONTINUE,1655252788,,,,,,,,,,,,
RESULT,38,C14,Auto Spike,71,1.305128,0.6458,0,0,0,512,mg N/L,Ammonia 2,1655252948,6/14/2022 20:29
QCPRORESULT,AUTO SPIKE,107.585747,1655252948,,,,,,,,,,,
QCPRODECISION,IN,1655252948,,,,,,,,,,,,
RESULT,-3,C11,1mg/L ammonia,72,0.958612,0.560598,0,0,0,512,mg N/L,Ammonia 2,1655253109,6/14/2022 20:31
QCPRORESULT,NORMAL,0,1655253109,,,,,,,,,,,
QCPRODECISION,IN,1655253109,,,,,,,,,,,,
RESULT,-3,C12,Blank,73,0.002871,0.008256,0,0,0,512,mg N/L,Ammonia 2,1655253269,6/14/2022 20:34
QCPRORESULT,NORMAL,0,1655253269,,,,,,,,,,,
QCPRODECISION,IN,1655253269,,,,,,,,,,,,
RESULT,39,U35,GWI_TR_LysA_10cm,74,0.416062,0.247047,0,0,0,512,mg N/L,Ammonia 2,1655253430,6/14/2022 20:37
RESULT,40,U36,GWI_TR_LysB_10cm,75,0.280851,0.168906,0,0,0,512,mg N/L,Ammonia 2,1655253590,6/14/2022 20:39
RESULT,41,U37,GWI_TR_LysC_10cm,76,0.140685,0.087902,0,0,0,512,mg N/L,Ammonia 2,1655253750,6/14/2022 20:42
RESULT,41,C14,Auto Spike,77,1.270081,0.628636,0,0,0,512,mg N/L,Ammonia 2,1655253910,6/14/2022 20:45
QCPRORESULT,AUTO SPIKE,112.939522,1655253910,,,,,,,,,,,
QCPRODECISION,IN,1655253910,,,,,,,,,,,,
RESULT,42,U38,GWI_TR_LysA_20cm,78,0.561677,0.331202,0,0,0,512,mg N/L,Ammonia 2,1655254071,6/14/2022 20:47
RESULT,43,U39,GWI_TR_LysB_20cm,79,0.407401,0.242042,0,0,0,512,mg N/L,Ammonia 2,1655254231,6/14/2022 20:50
RESULT,44,U40,GWI_TR_LysC_20cm,80,0.274255,0.165094,0,0,0,512,mg N/L,Ammonia 2,1655254391,6/14/2022 20:53
RESULT,44,C14,Auto Spike,81,1.467267,0.725211,0,0,0,512,mg N/L,Ammonia 2,1655254551,6/14/2022 20:55
QCPRORESULT,AUTO SPIKE,119.301239,1655254551,,,,,,,,,,,
QCPRODECISION,IN,1655254551,,,,,,,,,,,,
RESULT,45,U41,GWI_TR_LysB_45cm,82,0.596285,0.351202,0,0,0,512,mg N/L,Ammonia 2,1655254713,6/14/2022 20:58
RESULT,46,U42,GWI_TR_LysC_45cm,83,0.409785,0.24342,0,0,0,512,mg N/L,Ammonia 2,1655254873,6/14/2022 21:01
RESULT,46,C13,Duplicate,84,0.414778,0.246306,0,0,0,512,mg N/L,Ammonia 2,1655255033,6/14/2022 21:03
QCPRORESULT,DUPLICATE,1.211186,1655255033,,,,,,,,,,,
QCPRODECISION,IN,1655255033,,,,,,,,,,,,
RESULT,46,C14,Auto Spike,85,1.23722,0.612542,0,0,0,512,mg N/L,Ammonia 2,1655255194,6/14/2022 21:06
QCPRORESULT,AUTO SPIKE,82.74353,1655255194,,,,,,,,,,,
QCPRODECISION,IN,1655255194,,,,,,,,,,,,
RESULT,-3,C11,1mg/L ammonia,86,0.956327,0.559278,0,0,0,512,mg N/L,Ammonia 2,1655255355,6/14/2022 21:09
QCPRORESULT,NORMAL,0,1655255355,,,,,,,,,,,
QCPRODECISION,IN,1655255355,,,,,,,,,,,,
RESULT,-3,C12,Blank,87,0.005598,0.009832,0,0,0,512,mg N/L,Ammonia 2,1655255516,6/14/2022 21:11
QCPRORESULT,NORMAL,0,1655255516,,,,,,,,,,,
QCPRODECISION,IN,1655255516,,,,,,,,,,,,
RESULT,47,U43,GWI_WC_SipA_20cm,88,0.17302,0.106589,0,0,0,512,mg N/L,Ammonia 2,1655255677,6/14/2022 21:14
RESULT,48,U44,GWI_WC_SipC_20cm,89,0.190366,0.116613,0,0,0,512,mg N/L,Ammonia 2,1655255837,6/14/2022 21:17
RESULT,48,C14,Auto Spike,90,1.305959,0.646207,0,0,0,512,mg N/L,Ammonia 2,1655255997,6/14/2022 21:19
QCPRORESULT,AUTO SPIKE,111.559242,1655255997,,,,,,,,,,,
QCPRODECISION,IN,1655255997,,,,,,,,,,,,
RESULT,49,U45,GWI_WC_SipC_45cm,91,0.251411,0.151893,0,0,0,512,mg N/L,Ammonia 2,1655256158,6/14/2022 21:22
RESULT,50,U46,GWI_WC_SipC_45cm,92,0.046118,0.033249,0,0,0,512,mg N/L,Ammonia 2,1655256318,6/14/2022 21:25
RESULT,51,U47,peCheck,93,1.14097,0.665987,0,0,0,512,mg N/L,Ammonia 2,1655256478,6/14/2022 21:27
RESULT,52,U48,Matrix_Check_10ppt,94,0.023761,0.020329,0,0,0,512,mg N/L,Ammonia 2,1655256637,6/14/2022 21:30
RESULT,52,C14,Auto Spike,95,1.033754,0.512892,0,0,0,512,mg N/L,Ammonia 2,1655256798,6/14/2022 21:33
QCPRORESULT,AUTO SPIKE,100.999329,1655256798,,,,,,,,,,,
QCPRODECISION,IN,1655256798,,,,,,,,,,,,
RESULT,53,U49,Matrix_Check_10ppt_B,96,0.030898,0.024453,0,0,0,512,mg N/L,Ammonia 2,1655256957,6/14/2022 21:35
RESULT,53,C14,Auto Spike,97,1.06194,0.526696,0,0,0,512,mg N/L,Ammonia 2,1655257118,6/14/2022 21:38
QCPRORESULT,AUTO SPIKE,103.104179,1655257118,,,,,,,,,,,
QCPRODECISION,IN,1655257118,,,,,,,,,,,,
RESULT,-3,C11,1mg/L ammonia,98,0.963064,0.563171,0,0,0,512,mg N/L,Ammonia 2,1655257279,6/14/2022 21:41
QCPRORESULT,NORMAL,0,1655257279,,,,,,,,,,,
QCPRODECISION,IN,1655257279,,,,,,,,,,,,
RESULT,-3,C12,Blank,99,0.006858,0.01056,0,0,0,512,mg N/L,Ammonia 2,1655257441,6/14/2022 21:44
QCPRORESULT,NORMAL,0,1655257441,,,,,,,,,,,
QCPRODECISION,IN,1655257441,,,,,,,,,,,,
RESULT,55,U50,Matrix_Check_20ppt_A,100,0.038034,0.028577,0,0,0,512,mg N/L,Ammonia 2,1655257602,6/14/2022 21:46
SAMPLER,STOPPED,INSUFFICIENT,WATER1655257643,,,,,,,,,,,
RESULT,55,C14,Auto Spike,101,1.096394,0.54357,0,0,0,512,mg N/L,Ammonia 2,1655257762,6/14/2022 21:49
QCPRORESULT,AUTO SPIKE,105.836014,1655257762,,,,,,,,,,,
QCPRODECISION,IN,1655257762,,,,,,,,,,,,
RESULT,56,U51,Matrix_Check_20ppt_B,102,0.033335,0.025862,0,0,0,512,mg N/L,Ammonia 2,1655257919,6/14/2022 21:51
RESULT,56,C14,Auto Spike,103,1.053503,0.522564,0,0,0,512,mg N/L,Ammonia 2,1655258079,6/14/2022 21:54
QCPRORESULT,AUTO SPIKE,102.0168,1655258079,,,,,,,,,,,
QCPRODECISION,IN,1655258079,,,,,,,,,,,,
RESULT,57,U52,MSM_UP_LysA_10cm,104,0.882749,0.516756,0,0,0,512,mg N/L,Ammonia 2,1655258239,6/14/2022 21:57
RESULT,-3,C11,1mg/L ammonia,105,0.943537,0.551886,0,0,0,512,mg N/L,Ammonia 2,1655258399,6/14/2022 21:59
QCPRORESULT,NORMAL,0,1655258399,,,,,,,,,,,
QCPRODECISION,IN,1655258399,,,,,,,,,,,,
RUNENDED,1655258589,COMPLETE,,,,,,,,,,,,
RUNSTARTED,1655258702,6/14/2022 22:05,,,,,,,,,,,,
RESULT,-3,C12,Blank,106,0.003672,0.008719,0,0,0,512,mg N/L,Ammonia 2,1655259895,6/14/2022 22:24
QCPRORESULT,NORMAL,0,1655259895,,,,,,,,,,,
QCPRODECISION,IN,1655259895,,,,,,,,,,,,
RESULT,-1,S1,Standard 1,0,0.000935,0.000935,0,0,0,512,mg P/L,o-PHOS 0.3,1655260385,6/14/2022 22:33
RESULT,-2,S90,Standard 90,1,0.002714,0.002714,0,0,0,512,mg P/L,o-PHOS 0.3,1655260466,6/14/2022 22:34
RESULT,-2,S91,Standard 91,2,0.006113,0.006113,0,0,0,512,mg P/L,o-PHOS 0.3,1655260547,6/14/2022 22:35
RESULT,-2,S92,Standard 92,3,0.011906,0.011906,0,0,0,512,mg P/L,o-PHOS 0.3,1655260628,6/14/2022 22:37
RESULT,-2,S93,Standard 93,4,0.031811,0.031811,0,0,0,512,mg P/L,o-PHOS 0.3,1655260710,6/14/2022 22:38
RESULT,-2,S94,Standard 94,5,0.062947,0.062947,0,0,0,512,mg P/L,o-PHOS 0.3,1655260790,6/14/2022 22:39
RESULT,-2,S95,Standard 95,6,0.095813,0.095813,0,0,0,512,mg P/L,o-PHOS 0.3,1655260872,6/14/2022 22:41
RESULT,-2,S96,Standard 96,7,0.124348,0.124348,0,0,0,512,mg P/L,o-PHOS 0.3,1655260953,6/14/2022 22:42
RESULT,-1,S0,Standard 0,8,0.000924,0.000924,0,0,0,512,mg P/L,o-PHOS 0.3,1655261034,6/14/2022 22:43
CALIBRATION,o-PHOS 0.3,1655261034,6/14/2022 22:43,,,,,,,,,,,
RESULT,-3,C11,0.15 mg/L,9,0.133617,0.056057,0,0,0,512,mg P/L,o-PHOS 0.3,1655261115,6/14/2022 22:45
QCPRORESULT,NORMAL,0.001383,1655261115,,,,,,,,,,,
QCPRODECISION,OUT,1655261115,,,,,,,,,,,,
QCPROACTION,CONTINUE,1655261115,,,,,,,,,,,,
RESULT,-3,C12,Blank,10,0.001613,0.000944,0,0,0,512,mg P/L,o-PHOS 0.3,1655261197,6/14/2022 22:46
QCPRORESULT,NORMAL,0,1655261197,,,,,,,,,,,
QCPRODECISION,IN,1655261197,,,,,,,,,,,,
RESULT,5,U1,MSM_UP_LysB_10cm,11,0.009014,0.004034,0,0,0,512,mg P/L,o-PHOS 0.3,1655261278,6/14/2022 22:47
RESULT,5,C14,Auto Spike,12,0.127298,0.051826,0,0,0,512,mg P/L,o-PHOS 0.3,1655261359,6/14/2022 22:49
QCPRORESULT,AUTO SPIKE,77.818718,1655261359,,,,,,,,,,,
QCPRODECISION,IN,1655261359,,,,,,,,,,,,
RESULT,6,U2,MSM_UP_LysC_10cm,13,0.011445,0.005049,0,0,0,512,mg P/L,o-PHOS 0.3,1655261440,6/14/2022 22:50
RESULT,6,C14,Auto Spike,14,0.115771,0.047157,0,0,0,512,mg P/L,o-PHOS 0.3,1655261522,6/14/2022 22:52
QCPRORESULT,AUTO SPIKE,68.636009,1655261522,,,,,,,,,,,
QCPRODECISION,IN,1655261522,,,,,,,,,,,,
RESULT,7,U3,MSM_UP_LysA_20cm,15,0.013253,0.005804,0,0,0,512,mg P/L,o-PHOS 0.3,1655261603,6/14/2022 22:53
RESULT,7,C14,Auto Spike,16,0.118374,0.048212,0,0,0,512,mg P/L,o-PHOS 0.3,1655261685,6/14/2022 22:54
QCPRORESULT,AUTO SPIKE,69.158775,1655261685,,,,,,,,,,,
QCPRODECISION,IN,1655261685,,,,,,,,,,,,
RESULT,8,U4,MSM_UP_LysB_20cm,17,0.009683,0.004314,0,0,0,512,mg P/L,o-PHOS 0.3,1655261766,6/14/2022 22:56
RESULT,8,C14,Auto Spike,18,0.117206,0.047738,0,0,0,512,mg P/L,o-PHOS 0.3,1655261848,6/14/2022 22:57
QCPRORESULT,AUTO SPIKE,70.738708,1655261848,,,,,,,,,,,
QCPRODECISION,IN,1655261848,,,,,,,,,,,,
RESULT,9,U5,MSM_UP_LysC_20cm,19,0.0175,0.007577,0,0,0,512,mg P/L,o-PHOS 0.3,1655261929,6/14/2022 22:58
RESULT,9,C14,Auto Spike,20,0.127036,0.051719,0,0,0,512,mg P/L,o-PHOS 0.3,1655262011,6/14/2022 23:00
QCPRORESULT,AUTO SPIKE,72.062828,1655262011,,,,,,,,,,,
QCPRODECISION,IN,1655262011,,,,,,,,,,,,
RESULT,-3,C11,0.15 mg/L,21,0.13367,0.056079,0,0,0,512,mg P/L,o-PHOS 0.3,1655262092,6/14/2022 23:01
QCPRORESULT,NORMAL,0.00133,1655262092,,,,,,,,,,,
QCPRODECISION,OUT,1655262092,,,,,,,,,,,,
QCPROACTION,CONTINUE,1655262092,,,,,,,,,,,,
RESULT,-3,C12,Blank,22,0.001502,0.000898,0,0,0,512,mg P/L,o-PHOS 0.3,1655262174,6/14/2022 23:02
QCPRORESULT,NORMAL,0,1655262174,,,,,,,,,,,
QCPRODECISION,IN,1655262174,,,,,,,,,,,,
RESULT,10,U6,MSM_UP_LysA_45cm,23,0.013808,0.006036,0,0,0,512,mg P/L,o-PHOS 0.3,1655262255,6/14/2022 23:04
RESULT,11,U7,MSM_UP_LysB_45cm,24,0.019269,0.008316,0,0,0,512,mg P/L,o-PHOS 0.3,1655262337,6/14/2022 23:05
RESULT,12,U8,MSM_UP_LysC_45cm,25,0.016456,0.007141,0,0,0,512,mg P/L,o-PHOS 0.3,1655262418,6/14/2022 23:06
